Date,Store_ID,Product_ID,Category,Region,Inventory Level,Units_Sold,Units_Ordered,Demand_Forecast,Price,Discount,Weather_Condition,Holiday_Promotion,Competitor_Pricing,Seasonality
01-03-2023,LOCALMART_JDP_01,PROD_00480,groc,West,-42,142,224,204,431.9,0.16,Cloudy,TRUE,462.53,Normal
10-01-2024,FLIPKART_BLR_01,PROD_00462,Sports,South,464,142,478,200,2023.33,0.13,cloudy,New Year Sale,1559.8,Off-season
29-01-2023,JIOMART_PAT_01,PROD_00172,BEAUTY,East,330,122,256,152,793.54,0.41,rainy,Independence Day,767.17,Off-season
25-12-2022,RELIANCE_LKW_01,PROD_00461,HOME & KITCHEN,North,2023,804,800,864,2229.77,0.3,Storm,Eid Special,2061.89,High
12-04-2024,DMART_DEL_02,PROD_00102,Furniture,North,527,223,263,308,14258.65,0.1,windy,Republic Day,18549.62,Normal
17-10-2022,FLIPKART_BLR_01,PROD_00448,TOYS,South,321,180,250,171,1008.03,0.29,rain,1,891.96,Festive
26-07-2024,FLIPKART_BLR_01,PROD_00242,toys,South,332,178,249,269,805.76,0.02,clear,None,730.18,Low
12-11-2024,RELIANCE_LKW_01,PROD_00383,FURNITURE,North,38,31,28,52,14732.6,0.04,WINDY,0,18332.91,Peak
10-11-2024,LOCALMART_JDP_01,PROD_00176,electronics,West,2403,1043,2267,1475,13226.64,0.27,Clear,Christmas Sale,10159.36,High
16-05-2023,Spencer_CHN_01,PROD_00361,toys,South,218,4,149,135,11796.96,0.63,Clear,0,11739.47,Medium
26-03-2022,AMAZON_MUM_02,PROD_00309,Books,West,,15178,23598,13909,581.03,0.09,Fair,TRUE,547.35,Average
12-17-2023,FLIPKART_PUN_02,PROD_00151,beauty,West,3428,1116,2126,820,958.53,0.03,Thunderstorm,Eid Special,776.18,High
04-02-2023,MEESHO_HYD_02,PROD_00031,Toys,South,63,22,50,14,944.66,0.25,windy,NO,1008.94,Slow
02-06-2022,BIGBAZAAR_NGP_01,PROD_00369,Auto,West,248,188,266,219,3860.86,0.44,rainy,TRUE,4495.21,Slow
19-06-2024,DMART_MUM_01,PROD_00160,Toys,West,51,532,53,553,915.65,0.4,CLOUDY,FALSE,1166.58,Low
01-10-2023,AMAZON_MUM_02,PROD_00025,Stationery,West,912,308,541,323,454.26,0.21,Sunny,Christmas Sale,424.27,Festive
05-07-2023,JIOMART_PAT_01,PROD_00067,Fitness,East,429,176,426,132,1781.86,,,1,1526.62,Off-season
03-08-2024,FLIPKART_PUN_02,PROD_00433,Car Accessories,West,651,596,266,743,3808.55,0.45,,TRUE,3486.34,Medium
02-12-2024,MEESHO_KOL_01,PROD_00050,beauty,East,667,456,370,374,747.8,0.21,STORM,New Year Sale,650.32,High
19-12-2023,Spencer_CHN_01,PROD_00433,Sport,South,2429,733,1565,610,1947.97,0.44,sunny,Christmas Sale,1912.47,High
15-03-2022,DMART_DEL_02,PROD_00315,Grocery,North,,41,30,43,407.71,0.14,FOG,Independence Day,517.43,Average
17-05-2022,MEESHO_KOL_01,PROD_00148,Apparel,East,-135,132,101,127,1143.33,0.16,stormy,1,1362.72,Normal
28-02-2024,BIGBAZAAR_NGP_01,PROD_00184,ELECTRONICS,West,610,189,584,207,19329.35,0.38,rain,Independence Day,18058.15,Low
30-03-2022,DMART_MUM_01,PROD_00126,Stationery,West,516,253,600,269,456.74,0.41,Clear,TRUE,441.44,Medium
10-05-2022,LOCALMART_JDP_01,PROD_00074,Kids,West,470,290,143,238,1299.81,0.25,,FALSE,1295.23,Medium
24-03-2023,DMART_DEL_02,PROD_00449,Furnishings,North,14967,213,0,205,11066.02,0.4,Breezy,none,10071.15,Normal
28-12-2024,MEESHO_HYD_02,PROD_00004,groc,South,77,33,48,37,411.92,0.08,Fair,FALSE,419.36,Peak
03-10-2023,JIOMART_PAT_01,PROD_00259,Sport,East,345,143,127,194,1978.62,0.22,Cloudy,New Year Sale,2324.28,Peak
16-12-2024,FLIPKART_BLR_01,PROD_00252,Book,South,,409,516,403,453.88,0.03,Wet,0,560.13,Peak
09-08-2023,DMART_BLR_03,PROD_00400,electronics,South,,12,9,20,16459.05,0.4,Stormy,Republic Day,15155.7,Average
28-10-2023,AMAZON_DEL_01,PROD_00479,BOOKS,North,1239,375,941,529,383.05,,FOG,none,465.88,High
04-01-2022,DMART_MUM_01,PROD_00464,Apparel,West,300,156,237,189,1351.4,0.13,Wet,1,1220.84,Low
05-10-2022,RELIANCE_LKW_01,PROD_00377,Elec,North,476,194,553,202,12899.81,0.28,stormy,Onam Festival,14040.75,Average
07-03-2024,DMART_DEL_02,PROD_00498,electronics,North,615,176,509,302,14613.07,0.2,SUNNY,Republic Day,16554.7,Normal
01-05-2024,AMAZON_DEL_01,PROD_00317,Sport,North,1637,796,1092,774,2275.88,0.28,FOG,Navratri,2462,Normal
04-10-2023,MEESHO_KOL_01,PROD_00224,Auto,East,,672,645,527,3055.65,0.31,windy,1,3962.32,Peak
12-02-2024,BIGBAZAAR_NGP_01,PROD_00011,Kitchen,West,104,82,41,125,3364.02,0.37,Mist,FALSE,3761.56,Low
01-05-2023,FLIPKART_PUN_02,PROD_00252,Furnishings,West,189,186,103,178,11520.13,0.39,Cloudy,None,11310.96,Medium
09-07-2022,Spencer_CHN_01,PROD_00358,Automotive,South,959,529,1020,739,3546.39,0.08,Stormy,Diwali Sale,4456.86,Normal
30-09-2023,AMAZON_MUM_02,PROD_00030,Automotive,West,485,166,381,195,3755,0.15,Fair,None,3777.35,Medium
16-11-2024,JIOMART_PAT_01,PROD_00292,Home & Kitchen,East,177,112,118,115,2545.32,0.19,overcast,FALSE,2125.86,High
03-10-2022,LOCALMART_JDP_01,PROD_00381,TOYS,West,11193,20,0,158,996.74,0.07,overcast,Onam Festival,966.76,High
02-05-2024,JIOMART_PAT_01,PROD_00387,CLOTHING,East,121,50,64,55,1319.59,0.38,WINDY,Republic Day,1657.39,Normal
29-10-2023,RELIANCE_LKW_01,PROD_00293,Stationery,North,471,145,440,229,456.72,0.26,Overcast,Republic Day,363.32,High
28-03-2023,DMART_DEL_02,PROD_00274,apparel,North,-131,54,113,56,1018.57,0.27,cloudy,Christmas Sale,1054.44,Normal
24-11-2022,DMART_MUM_01,PROD_00370,Clothes,West,1765,629,908,631,1147.22,0.13,Thunderstorm,Navratri,1018.35,High
31-05-2024,LOCALMART_JDP_01,PROD_00169,groceries,West,688,312,811,360,459.86,0.02,,Christmas Sale,646.89,Average
17-07-2024,AMAZON_DEL_01,PROD_00075,SPORTS,North,496,439,227,299,1601.33,0.22,STORM,Christmas Sale,1915.87,Low
30-11-2023,DMART_MUM_01,PROD_00220,furniture,West,357,264,150,406,14075.21,0.39,Breezy,none,18593.22,High
11-07-2023,DMART_BLR_03,PROD_00183,TOYS,South,119,37,98,18,864.4,0.25,windy,FALSE,755.84,High
17-12-2024,BIGBAZAAR_NGP_01,PROD_00158,apparel,West,1198,435,374,437,1530,0.37,overcast,0,1289.04,High
16-07-2022,DMART_CHN_04,PROD_00438,FURNITURE,South,766,551,858,632,8870.54,0.29,Rainy,Eid Special,9553.92,Low
22-06-2023,Spencer_CHN_01,PROD_00400,Books,South,247,234,189,233,406.96,0,SUN,FALSE,348.02,Slow
29-08-2022,DMART_DEL_02,PROD_00288,apparel,North,16,16,14,38,1351.14,0.06,Clear,Holi Offer,1713.01,Average
03-08-2023,DMART_CHN_04,PROD_00026,ELECTRONICS,South,123,39,82,35,14988.97,0.02,,Independence Day,18305.07,Average
22-12-2023,Spencer_CHN_01,PROD_00179,ELECTRONICS,South,43,25,21,15,17422.8,0.11,Rain,Independence Day,20488.19,High
21-09-2024,DMART_MUM_01,PROD_00158,Toy,West,485,422,275,526,,0.24,Breezy,Christmas Sale,877.43,Average
27-01-2022,DMART_MUM_01,PROD_00480,sports,West,372,223,174,235,2224.49,0.25,Thunderstorm,FALSE,1758.37,Slow
18-07-2023,DMART_BLR_03,PROD_00476,FURNITURE,South,1442,12,1066,386,121708.48,0.56,FOG,Navratri,130878.92,Slow
02-04-2023,LOCALMART_JDP_01,PROD_00494,Cosmetics,West,626,214,396,195,,0.1,Fair,TRUE,1055.72,Average
19-06-2022,Spencer_CHN_01,PROD_00228,Clothing,South,106,34,102,37,,0.03,Breezy,NO,1122.04,Slow
08-11-2024,LOCALMART_JDP_01,PROD_00229,apparel,West,1356,1616,981,1775,1674.05,0.08,Clear,Navratri,1958.4,Festive
26-03-2023,RELIANCE_LKW_01,PROD_00203,ELECTRONICS,North,407,120,453,121,17391.87,0.38,cloudy,FALSE,18862.43,Medium
19-06-2024,MEESHO_KOL_01,PROD_00480,furniture,East,819,243,308,173,9661.71,0.01,Rainy,TRUE,12510.53,Off-season
12-22-2024,LOCALMART_JDP_01,PROD_00460,Sports,West,224,194,201,202,1605.5,0.21,Breezy,Holi Offer,1332.66,Festive
01-01-2024,MEESHO_HYD_02,PROD_00241,CLOTHING,South,,147,482,72,1406.69,0.38,Windy,Eid Special,1793.49,Low
06-04-2024,JIOMART_PAT_01,PROD_00405,Cosmetics,East,106,33,124,30,710.33,0.29,,TRUE,920.46,Medium
08-12-2024,AMAZON_DEL_01,PROD_00430,Apparel,North,127,58,87,31,1425.07,0.19,Clear,FALSE,1370.81,Medium
25-08-2024,JIOMART_PAT_01,PROD_00259,Automotive,East,344,200,150,199,3411.43,0.11,CLOUDY,TRUE,2944.67,Average
05-06-2023,BIGBAZAAR_NGP_01,PROD_00396,Sports,West,399,155,168,123,2118,0.16,Drizzle,0,2689.43,Off-season
05-07-2022,RELIANCE_LKW_01,PROD_00482,Fitness,North,823,257,311,257,1446.23,0.27,,NO,1552.37,Off-season
21-07-2024,Spencer_CHN_01,PROD_00076,Home,South,67,0,31,50,125,0.08,stormy,TRUE,1895.26,Low
26-02-2022,FLIPKART_PUN_02,PROD_00252,groceries,West,5854,205,0,247,390.92,0.31,Cloudy,FALSE,320.92,Off-season
16-08-2024,DMART_CHN_04,PROD_00185,Food,South,559,164,222,128,398.08,0.12,Sunny,Independence Day,425.81,Normal
30-07-2023,LOCALMART_JDP_01,PROD_00263,Furnishings,West,1712,537,1687,536,14433.09,0.31,foggy,Diwali Sale,11630.09,Low
24-04-2022,FLIPKART_PUN_02,PROD_00217,groc,West,1994,656,2151,796,341.52,0.19,stormy,New Year Sale,337.91,Off-season
07-05-2025,DMART_DEL_02,PROD_00419,Elec,North,,0,143,103,,,windy,Navratri,18382.55,Medium
10-17-2022,RELIANCE_LKW_01,PROD_00052,FURNITURE,North,898,426,621,318,10149.18,0.11,Cloudy,Independence Day,11988.08,Festive
30-08-2024,MEESHO_HYD_02,PROD_00341,Food,South,215,2,216,99,333.58,0.65,Drizzle,Eid Special,428.13,Average
20-09-2023,Spencer_CHN_01,PROD_00089,clothing,South,,471,327,639,1338.13,0.29,Stormy,Christmas Sale,1286.33,Average
04-06-2022,BIGBAZAAR_NGP_01,PROD_00453,Home&Kitchen,West,211,99,118,133,2557.45,0.08,Mist,Onam Festival,3176.92,Slow
01-10-2022,DMART_BLR_03,PROD_00328,clothing,South,406,14,217,178,1119.37,0.44,WINDY,None,959.28,High
30-07-2023,BIGBAZAAR_NGP_01,PROD_00138,Book,West,632,449,341,422,531.64,0.21,,Holi Offer,576.68,Low
13-05-2024,DMART_BLR_03,PROD_00172,Electrnics,South,185,90,202,76,17197.4,0.06,Windy,TRUE,14296.66,Normal
08-09-2022,DMART_MUM_01,PROD_00365,SPORTS,West,489,187,233,194,1670.09,0.04,Foggy,Independence Day,2204.49,Normal
26-01-2023,DMART_MUM_01,PROD_00317,Sport,West,971,329,1026,330,2450.24,0.32,CLOUDY,Diwali Sale,2177.65,Low
22-08-2023,AMAZON_DEL_01,PROD_00255,AUTO,North,,535,376,592,4209.01,0.15,Fog,Holi Offer,4049.66,Medium
07-14-2023,RELIANCE_LKW_01,PROD_00156,Kitchen,North,537,0,583,487,125,0.39,cloudy,Onam Festival,2596.04,High
20-06-2024,DMART_BLR_03,PROD_00173,Cosmetics,South,230,116,100,142,589.03,,Foggy,FALSE,478.19,Low
14-02-2023,RELIANCE_LKW_01,PROD_00231,Electronic,North,544,519,184,614,17288.49,0.41,cloudy,TRUE,21418.76,Slow
12-07-2024,MEESHO_HYD_02,PROD_00032,sports,South,,225,97,103,1574.45,0.34,CLOUDY,FALSE,1885.61,Off-season
28-11-2022,JIOMART_PAT_01,PROD_00095,BOOKS,East,492,230,474,224,497.64,0.21,CLOUDY,Republic Day,635.33,High
05-09-2022,JIOMART_PAT_01,PROD_00070,ELECTRONICS,East,1611,630,536,686,15325.67,0.3,WINDY,Navratri,17612.95,Normal
20-04-2024,FLIPKART_BLR_01,PROD_00027,Home,South,764,451,576,360,26556.28,0.4,SUNNY,New Year Sale,23361.31,Off-season
30-10-2024,MEESHO_HYD_02,PROD_00170,Home & Kitchen,South,856,457,900,671,2708.11,0.35,Windy,Onam Festival,2671.48,High
01-09-2024,BIGBAZAAR_NGP_01,PROD_00125,Automotive,West,1092,319,779,317,,0.31,STORM,Christmas Sale,5019.23,Off-season
10-06-2024,BIGBAZAAR_NGP_01,PROD_00005,furniture,West,1294,383,816,344,11519.73,0.45,Foggy,Holi Offer,10829.77,Slow
07-29-2022,JIOMART_PAT_01,PROD_00194,Cosmetics,East,574,191,596,206,700.16,0.18,Breezy,FALSE,961.02,Off-season
17-02-2022,MEESHO_KOL_01,PROD_00297,sports,East,,118,98,184,1974.62,0.07,RAINY,NO,2206.08,Low
26-10-2022,DMART_MUM_01,PROD_00095,Beauty,West,226,109,101,78,927.91,0.43,cloudy,0,977.04,High
15-10-2024,DMART_CHN_04,PROD_00206,TOYS,South,12043,135,0,172,1026.94,0.08,windy,New Year Sale,714.22,High
07-07-2022,MEESHO_HYD_02,PROD_00198,Stationery,South,,504,78,419,441.19,0.35,STORM,Independence Day,351.66,Low
09-09-2024,BIGBAZAAR_NGP_01,PROD_00419,Stationery,West,643,0,237,468,22.5,0.08,rain,NO,720.54,Average
27-01-2022,MEESHO_KOL_01,PROD_00277,furniture,East,,350,571,474,13095.1,,SUNNY,Eid Special,15099.28,Low
22-03-2022,AMAZON_MUM_02,PROD_00067,toys,West,335,0,277,258,47.5,0.19,Breezy,Independence Day,883.82,Average
13-07-2023,DMART_BLR_03,PROD_00284,Sports,South,211,132,139,108,2087.12,0.42,Breezy,Independence Day,1922.82,Low
10-03-2024,AMAZON_MUM_02,PROD_00182,toys,West,303,102,191,136,1083.57,0.17,STORM,FALSE,1291.29,Average
21-11-2024,BIGBAZAAR_NGP_01,PROD_00318,Electrnics,West,1166,415,706,414,205104.15,0.1,Sunny,Holi Offer,191085.8,High
22-07-2022,DMART_MUM_01,PROD_00441,Kids,West,353,167,327,120,852.83,0.42,Cloudy,Christmas Sale,1147.55,Low
20-08-2022,MEESHO_HYD_02,PROD_00429,automotive,South,362,0,209,175,175,0.04,Stormy,Onam Festival,3939.56,Medium
04-10-2023,DMART_MUM_01,PROD_00227,Cosmetics,West,586,306,507,378,834.66,0.16,foggy,Onam Festival,827.93,High
26-12-2024,LOCALMART_JDP_01,PROD_00185,Kitchen,West,1197,782,576,622,3001.02,0.15,Fair,Navratri,3437.28,High
15-04-2023,DMART_DEL_02,PROD_00387,Clothing,North,1061,431,1009,455,1181.35,0.21,sunny,Navratri,1080.7,Average
08-17-2022,MEESHO_KOL_01,PROD_00269,CLOTHING,East,462,164,322,108,1105.31,0.35,RAINY,New Year Sale,795.32,Normal
03-11-2024,FLIPKART_BLR_01,PROD_00300,Apparel,South,94,79,48,79,1284.87,0.25,RAINY,Onam Festival,1704.06,Peak
26-04-2024,Spencer_CHN_01,PROD_00216,Beauty,South,,324,1179,418,909.03,0.19,FOG,Holi Offer,750.66,Medium
29-04-2022,Spencer_CHN_01,PROD_00423,BEAUTY,South,519,189,319,268,697.7,0.08,WINDY,none,705.69,Peak
10-05-2024,MEESHO_HYD_02,PROD_00049,FURNITURE,South,293,114,228,96,13508.75,0.41,Cloudy,none,16202.03,Normal
08-07-2023,DMART_MUM_01,PROD_00279,Apparel,West,1064,472,593,470,1543.39,0.07,Mist,Onam Festival,1227.31,Slow
05-12-2024,AMAZON_MUM_02,PROD_00218,Cosmetics,West,1179,466,471,612,880.76,0.3,WINDY,none,1102.51,Peak
02-11-2023,AMAZON_DEL_01,PROD_00283,Books,North,945,355,457,504,,0.44,Breezy,Diwali Sale,444.08,High
06-02-2024,FLIPKART_PUN_02,PROD_00401,Home&Kitchen,West,17178,147,0,212,2802.2,0.15,Cloudy,NO,3520,Low
06-07-2023,DMART_DEL_02,PROD_00225,CLOTHING,North,254,213,103,286,1558.34,0.05,Windy,Diwali Sale,1254.37,Off-season
12-08-2022,Spencer_CHN_01,PROD_00449,automotive,South,-129,477,380,637,3107.26,0.02,Rain,Christmas Sale,2577.39,Medium
27-11-2022,FLIPKART_BLR_01,PROD_00154,electronics,South,294,108,119,140,15067.51,0.3,Thunderstorm,FALSE,12583.93,High
17-03-2022,DMART_CHN_04,PROD_00028,Cosmetics,South,,139,0,97,711.04,0.35,Thunderstorm,Independence Day,801.55,Medium
07-08-2023,MEESHO_KOL_01,PROD_00261,Book,East,672,306,314,415,452.38,0.35,Rain,New Year Sale,326.25,Medium
07-08-2023,FLIPKART_BLR_01,PROD_00162,BEAUTY,South,232,136,86,212,632.73,0.42,stormy,FALSE,701.26,Normal
04-03-2024,DMART_MUM_01,PROD_00044,Book,West,55,54,46,69,582.21,0.18,Windy,NO,708.27,Average
10-03-2024,DMART_DEL_02,PROD_00447,BOOKS,North,173,123,119,149,534.07,0.26,Fog,None,745.29,Average
16-12-2022,AMAZON_MUM_02,PROD_00074,Kids,West,362,129,256,74,1120.55,0.37,Foggy,none,970.91,High
29-05-2022,DMART_BLR_03,PROD_00199,AUTO,South,724,587,807,361,3551.35,0.41,stormy,Eid Special,4149.15,Normal
21-08-2023,DMART_BLR_03,PROD_00091,Grocery,South,,247,167,285,313.3,0.26,Fair,1,300.36,Medium
20-12-2024,LOCALMART_JDP_01,PROD_00446,Furniture,West,1226,602,1313,541,10624.01,0.05,Windy,New Year Sale,8750.33,High
27-10-2023,RELIANCE_LKW_01,PROD_00285,beauty,North,373,108,261,127,653.33,,STORM,Holi Offer,843.81,Festive
04-10-2023,DMART_DEL_02,PROD_00153,ELECTRONICS,North,1223,366,613,512,18606.53,0.2,Wet,FALSE,22032.05,Peak
07-03-2024,MEESHO_HYD_02,PROD_00345,electronics,South,507,271,483,272,14873.22,0.2,Fog,Christmas Sale,17243.01,Peak
08-26-2024,Spencer_CHN_01,PROD_00068,Sports,South,890,393,603,391,1890.01,0.12,stormy,New Year Sale,1639.19,Medium
02-21-2022,MEESHO_KOL_01,PROD_00044,Electronics,East,233,227,152,287,15106.42,0.16,Mist,Eid Special,20300.08,Off-season
13-09-2023,DMART_BLR_03,PROD_00040,Kids,South,687,298,375,280,734.43,0.17,overcast,1,669.13,Medium
05-11-2023,FLIPKART_PUN_02,PROD_00215,groceries,West,1208,422,1411,295,446.99,0.33,Foggy,FALSE,303.57,Peak
22-10-2024,AMAZON_DEL_01,PROD_00415,CLOTHING,North,783,574,317,575,1557.28,0.4,Storm,TRUE,1656.37,High
09-03-2024,AMAZON_MUM_02,PROD_00366,Kids,West,46,35,33,62,928.62,0.37,Drizzle,TRUE,936.52,Normal
03-04-2024,MEESHO_HYD_02,PROD_00019,CLOTHING,South,738,330,254,402,1101.87,0.06,cloudy,Diwali Sale,1370.91,Average
20-07-2023,AMAZON_DEL_01,PROD_00469,TOYS,North,824,0,382,287,47.5,0.09,Overcast,NO,995.35,Low
06-09-2023,AMAZON_DEL_01,PROD_00245,electronics,North,,173,259,115,16344.86,0.2,CLOUDY,FALSE,18004.18,Average
02-02-2024,AMAZON_DEL_01,PROD_00290,Kitchen,North,153,147,163,140,2193.01,0.41,,Republic Day,2487.98,Off-season
04-11-2022,DMART_BLR_03,PROD_00097,Furniture,South,1071,40,464,481,13620.04,0.07,CLOUDY,NO,16352.89,High
02-09-2023,MEESHO_HYD_02,PROD_00327,Electrnics,South,778,280,893,280,11975.07,0.27,sunny,Diwali Sale,11805.66,Normal
13-12-2022,LOCALMART_JDP_01,PROD_00014,Fitness,West,916,543,886,640,1974.77,0.04,windy,Holi Offer,1885.78,Peak
12-06-2024,RELIANCE_LKW_01,PROD_00148,Electrnics,North,680,334,262,481,15619.89,0.32,Foggy,TRUE,13942.9,Low
25-10-2023,MEESHO_HYD_02,PROD_00169,FURNITURE,South,755,323,308,278,10857.61,0.01,Fair,Holi Offer,9297.59,Peak
28-11-2023,Spencer_CHN_01,PROD_00057,Beauty,South,796,293,497,244,598.44,0.06,Windy,0,481.15,High
10-11-2024,AMAZON_MUM_02,PROD_00421,electronics,West,142,6,165,49,16141.56,0.44,overcast,Independence Day,15607.58,Low
03-01-2023,FLIPKART_BLR_01,PROD_00454,Kitchen,South,529,222,253,253,2171.25,0.23,stormy,None,2008.58,Off-season
28-09-2023,RELIANCE_LKW_01,PROD_00184,automotive,North,601,360,229,471,4523.47,0.37,,Onam Festival,3671.07,Average
04-08-2022,FLIPKART_BLR_01,PROD_00048,Books,South,469,189,346,280,356.62,0.44,,Independence Day,330.72,Normal
02-21-2022,LOCALMART_JDP_01,PROD_00449,TOYS,West,1008,504,473,573,863.62,0.07,,Navratri,681.46,Slow
19-08-2023,JIOMART_PAT_01,PROD_00288,Kids,East,197,70,181,70,1007.75,0.37,,None,924.84,Medium
29-02-2024,FLIPKART_PUN_02,PROD_00196,Beauty,West,120,0,97,50,40,0.17,cloudy,none,1269.99,Slow
21-01-2022,RELIANCE_LKW_01,PROD_00433,Elec,North,923,345,682,253,,0.25,Fog,TRUE,21435.45,Low
16-04-2022,DMART_CHN_04,PROD_00226,Furniture,South,228,12,247,78,12213.33,0.45,Foggy,NO,13678.98,Low
21-02-2023,DMART_DEL_02,PROD_00342,apparel,North,1280,502,1189,501,1488.55,0.16,Foggy,New Year Sale,1692.44,Low
28-07-2023,JIOMART_PAT_01,PROD_00380,automotive,East,423,212,409,210,3916.47,0.18,Thunderstorm,1,3560.18,Low
07-11-2024,Spencer_CHN_01,PROD_00021,Electronics,South,99,75,77,106,11282.6,0.06,Stormy,FALSE,11946.51,High
24-10-2023,MEESHO_HYD_02,PROD_00432,furniture,South,,448,1313,342,12648.54,0.14,Clear,Navratri,12392.01,High
27-10-2024,DMART_CHN_04,PROD_00426,groc,South,276,174,256,174,403.96,0.08,RAINY,FALSE,379.57,High
07-01-2024,DMART_DEL_02,PROD_00256,groc,North,9292,51,0,82,337.81,0.2,Fog,Republic Day,232.7,Low
20-05-2024,Spencer_CHN_01,PROD_00149,beauty,South,375,227,427,142,738.78,0.28,rain,FALSE,786.42,Medium
14-06-2024,AMAZON_DEL_01,PROD_00414,Apparel,North,-81,286,781,237,998.86,0.45,Wet,Navratri,1331.08,Slow
07-12-2023,AMAZON_DEL_01,PROD_00081,Home & Kitchen,North,154,62,70,70,2625.38,0.31,Windy,FALSE,2787.1,High
03-11-2023,RELIANCE_LKW_01,PROD_00070,Sport,North,137,60,117,13,1847.48,0.26,Storm,Independence Day,1389.02,High
14-04-2023,FLIPKART_PUN_02,PROD_00478,Electronic,West,106,73,74,53,16671.31,0.07,Stormy,0,13791.65,Normal
22-09-2022,AMAZON_DEL_01,PROD_00344,HOME & KITCHEN,North,408,799,428,919,3084.44,0.23,stormy,FALSE,3410.95,Medium
10-08-2024,FLIPKART_BLR_01,PROD_00137,toys,South,1015,492,1080,521,12162.2,0.28,Rainy,Holi Offer,11621.82,Medium
21-11-2023,DMART_DEL_02,PROD_00269,Toy,North,367,14,176,107,916.28,0.45,,NO,831.37,Festive
22-01-2023,JIOMART_PAT_01,PROD_00224,Books,East,455,866,305,672,365.05,,FOG,Onam Festival,458.73,Off-season
06-01-2023,FLIPKART_PUN_02,PROD_00414,GROCERY,West,,205,515,169,446.03,0.32,overcast,TRUE,555.14,Slow
01-06-2023,AMAZON_MUM_02,PROD_00087,Clothes,West,710,318,406,193,1381.97,0.34,stormy,TRUE,1070.38,Off-season
31-10-2022,DMART_CHN_04,PROD_00139,sports,South,40514,15693,23988,11321,1722.14,0.02,SUNNY,Diwali Sale,2235.53,Festive
04-05-2022,FLIPKART_BLR_01,PROD_00004,Grocery,South,778,267,856,382,305.51,0.06,Mist,none,336.58,Normal
07-07-2024,LOCALMART_JDP_01,PROD_00124,sports,West,,599,332,851,2336.95,0.28,Storm,Christmas Sale,2531.68,Low
23-06-2024,MEESHO_KOL_01,PROD_00270,Fitness,East,461,10,367,189,1348.04,0.69,,Navratri,1455.24,Slow
25-06-2022,AMAZON_MUM_02,PROD_00380,FURNITURE,West,410,235,402,185,10946.34,0.34,Mist,0,9800.51,Off-season
14-11-2022,FLIPKART_PUN_02,PROD_00205,Home,West,695,207,540,154,2677.26,0.21,Clear,Diwali Sale,3445.22,High
06-06-2024,MEESHO_HYD_02,PROD_00035,Grocery,South,-163,98,135,102,411.8,0.11,Mist,0,520.21,Low
26-05-2022,DMART_DEL_02,PROD_00341,FURNITURE,North,942,272,881,339,14745.53,0.24,sunny,Onam Festival,11774.56,Normal
11-02-2022,AMAZON_MUM_02,PROD_00194,Beauty,West,1310,1060,653,745,885.87,0.24,Cloudy,Diwali Sale,1178.83,Peak
14-07-2022,FLIPKART_PUN_02,PROD_00276,Food,West,660,189,214,249,367.98,0.15,Thunderstorm,None,301.12,Medium
05-06-2022,MEESHO_HYD_02,PROD_00114,Toys,South,26,16,19,-11,891.49,0.12,windy,Independence Day,1150.1,Low
28-02-2023,JIOMART_PAT_01,PROD_00038,SPORTS,East,447,159,277,219,2053.58,0.17,Rainy,Independence Day,1663.73,Low
26-09-2022,JIOMART_PAT_01,PROD_00440,Car Accessories,East,225,145,264,58,2661.36,0.39,RAINY,Diwali Sale,2231.18,Normal
08-04-2024,DMART_DEL_02,PROD_00461,clothing,North,-197,163,337,134,1157.73,0.24,FOG,FALSE,1645.16,Medium
29-10-2022,MEESHO_KOL_01,PROD_00172,Apparel,East,2132,670,1561,755,889.43,0.3,Thunderstorm,Eid Special,912,Festive
27-11-2022,AMAZON_DEL_01,PROD_00360,TOYS,North,,287,574,368,1164.87,0.02,CLOUDY,TRUE,1356.65,Peak
18-07-2024,FLIPKART_PUN_02,PROD_00300,Furnishings,West,260,0,306,135,600,0.17,Mist,0,15932.96,Slow
22-07-2023,DMART_DEL_02,PROD_00360,Furnishings,North,633,217,751,141,13193.94,0.3,,Navratri,10425.21,Low
12-07-2024,LOCALMART_JDP_01,PROD_00280,FURNITURE,West,352,111,414,153,10996.72,0.38,STORM,TRUE,11294.82,Low
28-08-2023,DMART_BLR_03,PROD_00139,home,South,,298,207,467,1851.27,0.2,Storm,1,1725.63,Medium
20-06-2025,LOCALMART_JDP_01,PROD_00272,automotive,West,180,0,75,87,175,0.4,Rain,None,3377.65,Off-season
20-01-2023,DMART_DEL_02,PROD_00239,Beauty,North,235,93,93,81,1008.36,0.15,Cloudy,Republic Day,921.11,Low
23-06-2023,DMART_CHN_04,PROD_00367,automotive,South,331,210,260,317,2832.97,0.25,Windy,TRUE,2407.97,Slow
01-03-2022,DMART_BLR_03,PROD_00315,books,South,932,312,751,360,451.47,0.43,,Diwali Sale,480.51,Medium
25-11-2024,DMART_DEL_02,PROD_00413,home,North,570,258,250,147,2093.26,0.13,Sunny,New Year Sale,1708.06,Peak
07-07-2022,AMAZON_DEL_01,PROD_00330,home,North,1423,408,1390,393,3118.67,0.28,Breezy,Navratri,3647.48,Low
04-19-2025,DMART_DEL_02,PROD_00087,Stationery,North,1262,375,644,501,494.48,0.07,FOG,Diwali Sale,592.02,Peak
05-07-2024,AMAZON_DEL_01,PROD_00065,Books,North,,33,97,118,376.95,0.42,Clear,Onam Festival,405.67,High
