Date,Store ID,Product ID,Category,Region,Inventory Level,Price,Discount,Weather Condition,Holiday/Promotion,Seasonality,Competitor Pricing,Demand Forecast,Units Sold,Units Ordered
25-02-2039,1020,2868,Home,East,390,1229.35,0.32,Rainy,No,Summer,1151.05,219,170,188
26-02-2039,1030,2581,Beauty,South,69,2517.61,0.1,Cloudy,No,Monsoon,2267.45,188,69,177
27-02-2039,1035,2281,Electronics,North,443,2076.42,0.37,Sunny,No,Monsoon,2141.21,206,130,245
28-02-2039,1010,2356,Clothing,East,427,274.71,0.47,Rainy,No,Festive,268.9,193,118,227
01-03-2039,1035,2376,Electronics,West,436,1445.53,0.23,Sunny,Yes,Summer,1490.09,60,44,67
02-03-2039,1005,2015,Home,South,44,1649.79,0.27,Sunny,Yes,Winter,1608.61,165,44,190
03-03-2039,1037,2257,Electronics,East,357,2497.12,0.43,Rainy,Yes,Festive,2692.51,240,185,278
04-03-2039,1022,2254,Electronics,East,360,483.3,0.38,Rainy,No,Monsoon,506.08,173,91,202
05-03-2039,1033,2182,Home,East,39,1074.26,0.2,Rainy,No,Monsoon,1102.47,92,39,87
06-03-2039,1018,2801,Clothing,West,297,2072.12,0.3,Sunny,Yes,Winter,1921.51,53,47,61
07-03-2039,1000,2711,Clothing,North,86,2287.3,0.24,Sunny,No,Winter,2266.51,126,74,141
08-03-2039,1031,2558,Beauty,North,50,2361.49,0.32,Rainy,No,Festive,2363.84,109,50,122
09-03-2039,1044,2477,Clothing,North,363,2473.36,0.44,Cloudy,No,Monsoon,2420.8,70,39,64
10-03-2039,1030,2090,Electronics,South,17,554.31,0.03,Cloudy,Yes,Summer,508.57,122,17,141
11-03-2039,1045,2184,Beauty,North,435,1385.56,0.05,Cloudy,No,Winter,1380.09,135,73,144
12-03-2039,1002,2090,Beauty,West,254,1133.34,0.05,Rainy,No,Monsoon,1222.26,56,29,51
13-03-2039,1021,2395,Electronics,South,34,697.28,0.23,Cloudy,No,Winter,673.67,57,29,63
14-03-2039,1018,2677,Home,South,42,606.81,0.39,Sunny,Yes,Monsoon,599.75,199,42,182
15-03-2039,1016,2451,Beauty,East,403,2953.82,0.06,Sunny,No,Winter,2907.96,107,93,125
16-03-2039,1035,2153,Home,North,241,1986.1,0.11,Sunny,No,Winter,2180.79,108,71,105
17-03-2039,1012,2224,Home,East,171,2749.86,0.21,Sunny,Yes,Monsoon,2875.87,73,45,65
18-03-2039,1008,2644,Beauty,South,443,2953.75,0.05,Cloudy,Yes,Summer,3055.02,74,72,65
19-03-2039,1026,2064,Clothing,South,245,641.29,0.13,Rainy,Yes,Winter,616.16,100,75,114
20-03-2039,1035,2536,Home,East,106,444.38,0.24,Sunny,No,Festive,402.5,83,75,82
21-03-2039,1009,2518,Electronics,South,334,351.05,0.32,Sunny,No,Monsoon,357.06,227,200,248
22-03-2039,1031,2132,Clothing,East,228,1749.54,0.4,Cloudy,No,Festive,1734.86,165,163,178
23-03-2039,1044,2416,Home,South,337,1151.72,0.26,Sunny,Yes,Monsoon,1255.32,147,76,156
24-03-2039,1049,2619,Home,South,445,458.11,0.15,Cloudy,No,Monsoon,457.17,195,99,209
25-03-2039,1043,2344,Electronics,South,336,1612.23,0.5,Cloudy,No,Festive,1562.45,113,103,95
26-03-2039,1047,2507,Electronics,South,415,897.13,0.39,Rainy,No,Summer,832.57,179,157,144
27-03-2039,1000,2627,Beauty,East,55,2856.22,0.02,Rainy,No,Summer,2919.8,126,55,116
28-03-2039,1045,2852,Beauty,North,165,938.07,0.04,Cloudy,Yes,Monsoon,1028.68,75,51,83
29-03-2039,1020,2689,Beauty,South,18,2148.14,0.47,Cloudy,No,Monsoon,1939.74,108,18,114
30-03-2039,1028,2827,Beauty,East,327,1686.06,0.32,Cloudy,Yes,Monsoon,1652.09,152,115,145
31-03-2039,1038,2906,Electronics,West,104,2467.77,0.39,Sunny,Yes,Monsoon,2378,157,104,166
01-04-2039,1036,2340,Beauty,North,13,908.99,0.37,Cloudy,No,Monsoon,995.49,98,13,114
02-04-2039,1030,2609,Beauty,East,78,1189.66,0.36,Rainy,Yes,Monsoon,1247.14,230,78,274
03-04-2039,1033,2579,Electronics,East,278,1385.43,0.17,Rainy,Yes,Summer,1325.54,176,167,203
04-04-2039,1035,2654,Electronics,West,143,1996.77,0.17,Sunny,Yes,Festive,1985.46,211,143,192
05-04-2039,1041,2106,Beauty,North,191,1279.85,0.33,Rainy,Yes,Monsoon,1400.97,195,173,222
06-04-2039,1026,2964,Electronics,East,288,1669.29,0.02,Cloudy,Yes,Winter,1557.27,99,68,88
07-04-2039,1046,2592,Clothing,North,120,1306.82,0.1,Rainy,No,Winter,1240.65,126,120,116
08-04-2039,1018,2003,Home,South,44,2435.99,0,Sunny,No,Summer,2507.31,69,44,67
09-04-2039,1024,2758,Beauty,West,69,359.72,0.31,Sunny,No,Festive,325.66,113,69,92
10-04-2039,1024,2581,Beauty,South,299,2301.52,0.35,Sunny,Yes,Monsoon,2076.95,69,57,64
11-04-2039,1014,2440,Electronics,East,321,2174.25,0.04,Sunny,No,Winter,2084.74,49,47,46
12-04-2039,1028,2004,Home,East,320,2283.56,0.4,Rainy,No,Monsoon,2096.43,204,153,218
13-04-2039,1041,2627,Home,South,495,1980.54,0.46,Rainy,No,Festive,1818.55,126,112,149
14-04-2039,1019,2470,Electronics,North,43,2898.47,0.21,Rainy,No,Festive,2716.04,52,26,48
15-04-2039,1002,2540,Home,West,387,2774.8,0.38,Cloudy,No,Monsoon,2517.34,204,200,224
16-04-2039,1042,2001,Clothing,East,468,418.54,0.27,Rainy,No,Monsoon,393.28,207,206,207
17-04-2039,1049,2904,Electronics,East,15,155.23,0.4,Cloudy,Yes,Winter,165.25,191,15,192
18-04-2039,1029,2230,Home,East,133,361.56,0.03,Rainy,No,Festive,383.67,168,133,177
19-04-2039,1001,2616,Electronics,West,489,122.77,0.42,Cloudy,No,Festive,130.58,210,164,246
20-04-2039,1021,2458,Home,South,318,2733.04,0.37,Cloudy,Yes,Winter,2556.13,230,202,204
21-04-2039,1017,2228,Beauty,West,128,1018.36,0.33,Sunny,No,Summer,1114.91,114,107,100
22-04-2039,1025,2847,Beauty,South,364,810.16,0.09,Rainy,Yes,Monsoon,754.56,161,114,135
23-04-2039,1014,2831,Beauty,North,188,1978.41,0.38,Rainy,Yes,Monsoon,2065.51,132,100,109
24-04-2039,1022,2188,Home,East,491,518.86,0.33,Cloudy,No,Winter,539.08,204,157,174
25-04-2039,1015,2905,Electronics,South,244,1637.15,0.38,Cloudy,No,Summer,1605.73,112,68,118
26-04-2039,1018,2582,Home,South,197,389.74,0.03,Rainy,Yes,Festive,366.7,135,114,149
27-04-2039,1011,2599,Clothing,East,421,1557.21,0.11,Cloudy,Yes,Festive,1689.69,83,41,76
28-04-2039,1024,2890,Electronics,West,14,594.62,0.23,Sunny,No,Summer,614.5,189,14,174
29-04-2039,1005,2756,Electronics,West,491,2248.72,0.45,Sunny,Yes,Summer,2125.69,103,67,90
30-04-2039,1043,2092,Clothing,West,106,903.89,0.49,Rainy,No,Summer,833.61,86,80,79
01-05-2039,1006,2107,Clothing,North,405,381.62,0.37,Cloudy,No,Monsoon,366.78,204,132,163
02-05-2039,1041,2019,Electronics,North,59,1462.01,0.44,Sunny,No,Monsoon,1331.39,146,59,174
03-05-2039,1043,2404,Electronics,East,113,2261.39,0.46,Rainy,No,Summer,2273.58,122,76,141
04-05-2039,1047,2343,Clothing,North,367,2058.52,0.1,Cloudy,Yes,Winter,1963.68,44,27,49
05-05-2039,1012,2296,Beauty,North,245,2528.08,0.29,Rainy,Yes,Monsoon,2428.07,122,99,142
06-05-2039,1012,2461,Home,East,277,1911.61,0.1,Rainy,Yes,Monsoon,1910.95,89,58,95
07-05-2039,1045,2947,Clothing,South,46,1441.15,0.46,Rainy,No,Summer,1432.22,71,46,66
08-05-2039,1037,2378,Electronics,East,202,273.24,0.18,Cloudy,Yes,Monsoon,292.3,135,81,141
09-05-2039,1018,2947,Beauty,South,369,417.32,0.01,Rainy,No,Winter,431.14,106,73,89
10-05-2039,1009,2996,Home,West,462,2101.28,0.44,Cloudy,Yes,Summer,2302.68,102,98,110
11-05-2039,1008,2987,Electronics,East,139,2490.93,0.1,Rainy,No,Festive,2564.44,101,71,83
12-05-2039,1040,2103,Home,West,55,1657.47,0.19,Sunny,No,Summer,1502.18,110,55,116
13-05-2039,1008,2358,Electronics,East,162,1292.6,0.37,Rainy,No,Festive,1365.33,96,88,85
14-05-2039,1000,2984,Clothing,West,175,2495.52,0.3,Rainy,Yes,Festive,2525.22,184,175,190
15-05-2039,1032,2498,Home,West,354,732.47,0.07,Rainy,No,Monsoon,729,136,73,143
16-05-2039,1012,2246,Home,West,57,2447.89,0.31,Sunny,No,Festive,2334.75,96,57,96
17-05-2039,1020,2363,Clothing,North,287,429.25,0.48,Rainy,Yes,Festive,420.17,239,169,219
18-05-2039,1015,2602,Clothing,South,66,1622.66,0.32,Sunny,Yes,Summer,1648.41,202,66,206
19-05-2039,1023,2238,Beauty,South,128,2529.11,0.02,Cloudy,Yes,Winter,2300.14,161,103,155
20-05-2039,1044,2789,Home,West,188,737.63,0.41,Rainy,No,Summer,785.46,198,99,235
21-05-2039,1017,2078,Home,North,266,1693.87,0.11,Rainy,Yes,Festive,1835.87,98,95,80
22-05-2039,1023,2755,Electronics,South,162,1916.85,0.46,Sunny,No,Festive,1963.21,243,162,258
23-05-2039,1009,2119,Beauty,South,234,2063.77,0.45,Rainy,Yes,Festive,1895.36,238,174,278
24-05-2039,1045,2505,Clothing,South,479,207.15,0.47,Cloudy,No,Winter,197.1,127,106,145
25-05-2039,1034,2652,Clothing,North,168,2264.06,0.09,Rainy,Yes,Winter,2391.44,171,92,158
26-05-2039,1032,2204,Home,South,220,1160,0.44,Sunny,Yes,Summer,1123.93,236,120,231
27-05-2039,1041,2156,Beauty,East,69,2665.12,0.06,Rainy,Yes,Summer,2759.09,200,69,219
28-05-2039,1006,2046,Clothing,East,121,1405.31,0.33,Cloudy,No,Winter,1511.02,135,114,135
29-05-2039,1027,2674,Clothing,West,198,1103.38,0.32,Cloudy,No,Summer,1188.25,97,73,88
30-05-2039,1035,2715,Home,East,411,1604.47,0.33,Sunny,Yes,Monsoon,1637.07,123,121,108
31-05-2039,1019,2362,Beauty,East,202,1077.28,0.15,Cloudy,No,Winter,1058.78,182,176,192
01-06-2039,1038,2784,Home,West,412,617.25,0.12,Sunny,Yes,Festive,654.17,132,79,149
02-06-2039,1001,2297,Clothing,West,196,1329.18,0.25,Sunny,No,Summer,1296.84,109,90,106
03-06-2039,1033,2973,Electronics,West,343,546.2,0.36,Rainy,Yes,Monsoon,517.59,74,39,86
04-06-2039,1037,2551,Home,South,340,2122.6,0.33,Rainy,Yes,Winter,2145.6,56,29,59
05-06-2039,1033,2085,Electronics,South,337,942.68,0.23,Rainy,Yes,Summer,959.94,195,169,183
06-06-2039,1033,2239,Clothing,South,347,2577.25,0.16,Sunny,Yes,Festive,2528.15,140,95,145
07-06-2039,1003,2904,Electronics,North,274,350.86,0.42,Sunny,No,Monsoon,337.75,199,184,183
08-06-2039,1022,2569,Beauty,North,52,1426.14,0.29,Rainy,No,Festive,1483.99,186,52,221
09-06-2039,1037,2141,Home,North,101,993.9,0.21,Cloudy,Yes,Summer,1028.76,77,73,75
10-06-2039,1033,2285,Clothing,West,84,1931.46,0.16,Cloudy,Yes,Monsoon,1909.83,115,84,120
11-06-2039,1003,2676,Clothing,East,456,471.82,0.15,Rainy,Yes,Festive,457.15,116,115,103
12-06-2039,1013,2478,Beauty,North,58,143.63,0.27,Cloudy,Yes,Summer,133.16,194,58,205
13-06-2039,1034,2429,Electronics,South,50,1191.32,0.03,Cloudy,Yes,Winter,1153.9,107,50,102
14-06-2039,1015,2025,Electronics,West,39,1791.32,0.03,Rainy,No,Summer,1730.38,42,25,38
15-06-2039,1043,2782,Home,East,245,1369.98,0.11,Sunny,No,Summer,1328.27,56,53,51
16-06-2039,1033,2359,Home,North,36,780.63,0.17,Rainy,No,Summer,727.3,57,33,61
17-06-2039,1030,2006,Clothing,South,227,2905.7,0.09,Rainy,Yes,Winter,2694.07,144,109,171
18-06-2039,1041,2484,Clothing,East,378,172.17,0.32,Sunny,Yes,Winter,189.04,144,134,131
19-06-2039,1028,2607,Beauty,North,320,794.52,0.3,Cloudy,No,Summer,794.34,84,57,98
20-06-2039,1009,2894,Electronics,East,213,2253.25,0.39,Rainy,Yes,Winter,2080.87,156,132,143
21-06-2039,1011,2296,Home,West,303,2144.5,0.02,Rainy,Yes,Monsoon,2113.67,47,24,38
22-06-2039,1025,2729,Electronics,South,164,1304.53,0.08,Sunny,Yes,Summer,1221.81,39,37,42
23-06-2039,1048,2877,Electronics,South,430,1068.33,0.02,Sunny,Yes,Winter,1153.43,86,45,71
24-06-2039,1009,2111,Electronics,West,154,759,0.48,Rainy,No,Monsoon,806.72,228,154,217
25-06-2039,1032,2544,Home,West,119,727.24,0.4,Rainy,No,Winter,682.31,188,119,174
26-06-2039,1021,2984,Home,South,210,1166.64,0.35,Cloudy,No,Winter,1094.88,136,133,153
27-06-2039,1036,2161,Clothing,North,399,2336.98,0.47,Sunny,No,Monsoon,2143.02,126,109,117
28-06-2039,1011,2495,Electronics,North,470,1423.37,0.23,Sunny,Yes,Summer,1282.22,100,77,86
29-06-2039,1035,2426,Electronics,West,271,2192.15,0.05,Cloudy,No,Festive,2174.54,160,135,178
30-06-2039,1044,2281,Home,North,175,2303.14,0.19,Sunny,Yes,Festive,2156.28,158,156,128
01-07-2039,1002,2412,Beauty,North,13,666.48,0.19,Rainy,Yes,Festive,660.48,119,13,115
02-07-2039,1032,2589,Clothing,West,388,2127.88,0.36,Sunny,Yes,Festive,2079.7,218,189,238
03-07-2039,1028,2931,Beauty,West,409,1325.21,0.2,Sunny,Yes,Summer,1438.45,193,166,197
04-07-2039,1036,2419,Clothing,South,449,489.12,0.44,Sunny,No,Festive,529.55,82,69,72
05-07-2039,1010,2202,Electronics,South,365,1291.05,0.38,Sunny,Yes,Winter,1310.9,133,83,136
06-07-2039,1035,2024,Clothing,East,372,771.57,0.05,Sunny,Yes,Festive,765.53,83,67,66
07-07-2039,1029,2162,Clothing,East,343,1234.59,0.25,Sunny,No,Summer,1214.58,104,80,116
08-07-2039,1043,2743,Clothing,South,422,1308.18,0.35,Cloudy,No,Summer,1393.17,56,52,45
09-07-2039,1041,2695,Beauty,East,353,2042.63,0.19,Cloudy,No,Winter,2243.54,60,56,70
10-07-2039,1023,2849,Clothing,South,63,1090.48,0.13,Cloudy,No,Summer,1073.79,101,63,87
11-07-2039,1037,2764,Home,North,240,649.56,0.45,Rainy,Yes,Monsoon,636.27,73,59,61
12-07-2039,1029,2286,Electronics,North,259,2334.59,0.14,Sunny,Yes,Monsoon,2291.53,95,81,105
13-07-2039,1033,2756,Home,North,368,1751.28,0.35,Rainy,No,Festive,1720.8,168,112,181
14-07-2039,1035,2750,Electronics,North,118,789.65,0.29,Sunny,No,Winter,840.66,210,118,202
15-07-2039,1042,2740,Home,East,162,2537.13,0.43,Rainy,Yes,Monsoon,2645.97,111,80,116
16-07-2039,1016,2187,Electronics,West,193,1980.28,0.16,Rainy,No,Festive,1841.62,175,150,143
17-07-2039,1020,2350,Beauty,East,375,1763.57,0.21,Sunny,Yes,Winter,1699.73,113,109,132
18-07-2039,1033,2128,Home,West,55,2625.78,0.3,Cloudy,No,Monsoon,2516.07,203,55,215
19-07-2039,1003,2656,Clothing,North,327,122.85,0.46,Cloudy,Yes,Festive,134.57,112,87,107
20-07-2039,1031,2582,Clothing,West,76,1609.06,0.22,Sunny,No,Winter,1715,136,76,115
21-07-2039,1045,2536,Electronics,West,307,1097.81,0.44,Sunny,Yes,Summer,996.09,134,99,127
22-07-2039,1036,2350,Home,South,60,1677.88,0.05,Cloudy,No,Summer,1645.58,40,27,46
23-07-2039,1008,2440,Home,West,420,2338.79,0.1,Sunny,Yes,Winter,2427.13,116,76,114
24-07-2039,1024,2347,Beauty,North,341,1097.52,0.09,Rainy,No,Winter,1151.25,150,132,166
25-07-2039,1025,2611,Home,West,52,2285.77,0.17,Sunny,No,Summer,2196.4,61,35,60
26-07-2039,1025,2287,Home,North,267,2275.7,0.1,Sunny,No,Summer,2307.22,145,102,171
27-07-2039,1037,2211,Home,South,111,1691.49,0.2,Rainy,No,Summer,1665.49,109,97,114
28-07-2039,1010,2610,Electronics,West,99,2954.21,0.43,Rainy,Yes,Summer,3028.35,154,99,164
29-07-2039,1032,2583,Clothing,West,486,927.82,0.13,Rainy,Yes,Monsoon,886.1,80,68,90
30-07-2039,1003,2408,Beauty,North,201,2316.16,0.02,Sunny,Yes,Winter,2343.61,171,134,202
31-07-2039,1021,2855,Clothing,South,54,1505.69,0.23,Sunny,No,Festive,1613.38,172,54,154
01-08-2039,1040,2130,Electronics,North,194,953.94,0.42,Cloudy,Yes,Summer,877.79,118,68,101
02-08-2039,1013,2946,Beauty,South,359,952.8,0.49,Rainy,No,Festive,1017.44,87,43,98
03-08-2039,1032,2925,Beauty,North,303,2385.91,0.42,Cloudy,No,Monsoon,2460.94,231,217,226
04-08-2039,1042,2805,Electronics,West,114,797.34,0.27,Cloudy,No,Summer,849.86,65,50,52
05-08-2039,1005,2100,Home,East,361,2965.12,0.24,Cloudy,Yes,Monsoon,2685.26,47,29,48
06-08-2039,1021,2832,Beauty,South,239,1448,0.09,Sunny,Yes,Festive,1420.24,118,84,139
07-08-2039,1040,2337,Beauty,East,319,178.31,0.15,Sunny,No,Festive,195.29,188,120,173
08-08-2039,1013,2402,Beauty,South,222,876.96,0.44,Rainy,Yes,Festive,870.69,150,110,168
09-08-2039,1027,2584,Home,North,73,1619.54,0.33,Sunny,Yes,Monsoon,1462.33,162,73,136
10-08-2039,1034,2902,Home,South,81,2121.39,0.18,Cloudy,No,Monsoon,2293.27,72,55,74
11-08-2039,1000,2630,Beauty,South,15,2476.82,0.05,Sunny,Yes,Winter,2668.38,197,15,185
12-08-2039,1044,2720,Home,East,461,1893.38,0.21,Sunny,No,Festive,1794.46,122,83,141
13-08-2039,1039,2416,Home,South,282,2572.14,0.21,Sunny,Yes,Winter,2602.78,68,35,58
14-08-2039,1048,2162,Clothing,East,30,543.5,0.21,Sunny,Yes,Festive,583.65,111,30,107
15-08-2039,1047,2778,Home,West,461,1116.59,0.23,Rainy,No,Festive,1072.94,194,107,216
16-08-2039,1017,2832,Clothing,South,108,1615.65,0.44,Rainy,Yes,Summer,1729.48,137,108,122
17-08-2039,1032,2595,Beauty,North,388,2899.98,0.27,Cloudy,Yes,Festive,2651.76,164,104,131
18-08-2039,1032,2300,Home,North,167,204.27,0.36,Cloudy,No,Festive,199.7,122,98,120
19-08-2039,1011,2442,Electronics,North,389,1736.33,0.1,Cloudy,Yes,Winter,1718.78,63,39,74
20-08-2039,1042,2158,Clothing,North,228,1219.96,0.43,Rainy,Yes,Winter,1340.59,143,92,151
21-08-2039,1006,2482,Beauty,East,341,1315.06,0.46,Rainy,No,Winter,1362.26,159,137,155
22-08-2039,1018,2071,Clothing,South,185,2480.44,0.12,Cloudy,Yes,Summer,2377.65,182,139,204
23-08-2039,1033,2515,Electronics,North,389,1701.68,0.05,Cloudy,Yes,Winter,1549.37,44,31,36
24-08-2039,1005,2712,Clothing,East,29,156.05,0.23,Cloudy,Yes,Monsoon,145.61,105,29,124
25-08-2039,1017,2907,Beauty,East,497,911.49,0.3,Cloudy,No,Monsoon,997.01,99,90,114
26-08-2039,1010,2003,Beauty,East,437,437.13,0.08,Rainy,Yes,Summer,453.21,115,94,107
27-08-2039,1012,2886,Beauty,East,389,1938,0.43,Rainy,Yes,Winter,2059.66,115,85,117
28-08-2039,1041,2976,Clothing,North,178,510.18,0.44,Sunny,Yes,Festive,534.72,174,100,190
29-08-2039,1017,2341,Electronics,North,170,738.21,0.03,Cloudy,Yes,Summer,724.69,86,51,70
30-08-2039,1031,2634,Clothing,South,457,436.95,0.18,Cloudy,No,Summer,441.81,114,88,100
31-08-2039,1003,2991,Electronics,South,255,1529.5,0.46,Sunny,No,Monsoon,1452.01,91,47,92
01-09-2039,1040,2994,Electronics,West,147,2975.29,0.37,Sunny,No,Summer,3137.43,171,147,173
02-09-2039,1034,2024,Beauty,East,190,821.91,0.29,Sunny,Yes,Summer,757.89,158,144,161
03-09-2039,1042,2356,Beauty,West,443,2804.18,0.26,Sunny,Yes,Summer,2555.55,139,74,164
04-09-2039,1030,2191,Home,North,334,2340.81,0.36,Rainy,No,Monsoon,2187.64,59,36,55
05-09-2039,1006,2799,Clothing,West,340,2144.01,0.08,Sunny,No,Monsoon,2327.36,138,89,134
06-09-2039,1000,2505,Electronics,East,478,426.48,0.49,Rainy,Yes,Summer,459.53,179,123,168
07-09-2039,1004,2635,Beauty,East,199,1004.39,0.2,Cloudy,No,Monsoon,1088.66,144,130,136
08-09-2039,1004,2392,Home,South,349,2568.3,0.41,Cloudy,Yes,Festive,2548.16,63,36,58
09-09-2039,1044,2849,Electronics,East,245,479.43,0.32,Sunny,No,Monsoon,457.01,152,142,161
10-09-2039,1000,2542,Home,North,466,2015.5,0.47,Cloudy,No,Summer,1829.26,202,118,210
11-09-2039,1035,2038,Clothing,East,456,1368.58,0.43,Sunny,No,Monsoon,1284.07,133,71,138
12-09-2039,1022,2764,Clothing,East,423,519.55,0.45,Cloudy,No,Monsoon,512.07,79,70,66
13-09-2039,1030,2675,Beauty,West,189,191.49,0.22,Cloudy,No,Monsoon,207.47,197,150,172
14-09-2039,1039,2568,Electronics,North,77,1172.13,0.33,Sunny,No,Winter,1121.01,181,77,165
15-09-2039,1029,2669,Beauty,East,190,1132.15,0.39,Sunny,Yes,Winter,1148.42,202,173,181
16-09-2039,1022,2656,Home,North,274,2300.82,0.38,Rainy,No,Festive,2498.24,181,138,211
17-09-2039,1023,2755,Home,West,253,381.56,0.3,Rainy,No,Festive,416.63,65,63,62
18-09-2039,1049,2435,Clothing,South,177,2426.45,0.46,Cloudy,No,Monsoon,2504.86,236,171,213
19-09-2039,1026,2554,Electronics,West,325,205.05,0.32,Sunny,No,Festive,210.4,136,83,144
20-09-2039,1011,2486,Electronics,East,391,1319.56,0.21,Cloudy,Yes,Summer,1310.59,139,102,123
21-09-2039,1002,2671,Home,West,76,731.31,0.47,Cloudy,Yes,Winter,773.85,101,60,95
22-09-2039,1021,2419,Beauty,South,69,2259.93,0.04,Cloudy,Yes,Winter,2479.39,183,69,184
23-09-2039,1012,2508,Home,South,111,202.93,0.21,Sunny,No,Summer,223.07,177,101,185
24-09-2039,1016,2462,Beauty,West,418,1019.86,0.11,Cloudy,Yes,Summer,987.81,166,114,155
25-09-2039,1002,2578,Electronics,East,366,2735.79,0.32,Rainy,No,Winter,2513.57,171,127,169
26-09-2039,1027,2706,Beauty,West,39,1976.76,0.06,Rainy,No,Summer,1973.75,75,39,81
27-09-2039,1012,2322,Home,West,360,1052.45,0.28,Cloudy,Yes,Winter,1000.15,219,118,227
28-09-2039,1041,2372,Clothing,North,346,2899.24,0.25,Sunny,No,Winter,2683.58,88,51,96
29-09-2039,1035,2443,Electronics,North,147,1278.45,0.35,Cloudy,Yes,Winter,1180.47,166,130,145
30-09-2039,1000,2104,Home,North,401,1006.18,0,Cloudy,No,Winter,1066.48,87,56,96
01-10-2039,1013,2688,Beauty,West,67,1588.62,0.06,Cloudy,No,Monsoon,1672.75,142,67,144
02-10-2039,1037,2341,Home,North,395,2321.66,0.04,Sunny,No,Winter,2403.4,188,144,180
03-10-2039,1018,2418,Electronics,South,233,2925.65,0.21,Sunny,No,Festive,3152.85,98,89,98
04-10-2039,1035,2360,Clothing,East,20,919.81,0.24,Cloudy,Yes,Monsoon,961.38,139,20,155
05-10-2039,1010,2858,Home,East,403,678.4,0.29,Rainy,No,Monsoon,735.14,197,187,197
06-10-2039,1019,2859,Clothing,South,178,2916.59,0.14,Cloudy,Yes,Winter,3031.8,39,35,36
07-10-2039,1044,2395,Clothing,North,41,2335.73,0.37,Cloudy,Yes,Winter,2226.36,183,41,171
08-10-2039,1027,2659,Beauty,West,353,616.61,0.04,Sunny,No,Festive,558.74,75,51,62
09-10-2039,1009,2946,Beauty,East,144,2693.05,0.4,Sunny,Yes,Summer,2437.23,138,107,136
10-10-2039,1048,2804,Clothing,West,389,222.16,0.44,Rainy,No,Winter,211.29,86,75,90
11-10-2039,1038,2875,Beauty,East,358,2827.35,0,Sunny,Yes,Festive,3022.69,71,38,65
12-10-2039,1012,2367,Home,East,259,2603.67,0.06,Sunny,No,Summer,2549.78,57,36,54
13-10-2039,1047,2212,Beauty,West,139,2806.3,0.06,Rainy,No,Festive,2728.51,187,113,157
14-10-2039,1038,2372,Beauty,West,25,2531.61,0.17,Sunny,Yes,Summer,2335.74,197,25,161
15-10-2039,1049,2800,Home,North,360,1420.62,0.35,Cloudy,Yes,Festive,1486.94,92,67,100
16-10-2039,1038,2291,Clothing,South,277,1326.85,0.08,Rainy,Yes,Summer,1397.93,71,52,80
17-10-2039,1005,2747,Clothing,North,126,639.54,0.4,Cloudy,No,Summer,654.77,87,85,103
18-10-2039,1022,2885,Beauty,South,454,1499.27,0.24,Sunny,No,Monsoon,1350.23,81,48,86
19-10-2039,1012,2028,Clothing,West,233,951.64,0.29,Rainy,No,Festive,1043.22,206,169,184
20-10-2039,1002,2441,Home,East,56,402.64,0.26,Rainy,Yes,Monsoon,369.27,185,56,177
21-10-2039,1000,2433,Beauty,East,191,1452.74,0.07,Cloudy,Yes,Winter,1530.23,138,121,153
22-10-2039,1049,2378,Home,East,242,2833.61,0.12,Rainy,No,Winter,2959.83,57,41,52
23-10-2039,1024,2177,Home,East,91,2948.34,0.44,Cloudy,No,Festive,2856.46,137,91,114
24-10-2039,1042,2810,Beauty,South,332,2193.98,0.16,Sunny,No,Summer,2285.82,85,63,68
25-10-2039,1029,2981,Beauty,East,409,1314.96,0.2,Sunny,Yes,Summer,1194.73,90,59,101
26-10-2039,1028,2935,Home,South,58,2108.49,0.28,Rainy,No,Winter,2135.5,165,58,182
27-10-2039,1032,2692,Home,West,499,252.76,0.36,Cloudy,No,Winter,265.26,223,119,242
28-10-2039,1004,2591,Home,West,475,1895.77,0.23,Sunny,Yes,Summer,2069.66,71,63,74
29-10-2039,1008,2539,Electronics,East,252,2614.52,0.01,Sunny,No,Winter,2604.6,43,32,49
30-10-2039,1018,2802,Clothing,West,181,2528.31,0.47,Rainy,Yes,Monsoon,2420.14,108,102,111
31-10-2039,1045,2959,Home,West,391,553.05,0.37,Sunny,Yes,Monsoon,560.76,134,124,120
01-11-2039,1028,2074,Beauty,North,190,2783.14,0.31,Rainy,No,Festive,2848.74,120,115,138
02-11-2039,1007,2591,Clothing,North,408,2092.75,0.35,Rainy,No,Summer,2107.69,160,157,161
03-11-2039,1008,2272,Home,West,50,2292.31,0.33,Cloudy,Yes,Summer,2365.47,209,50,250
04-11-2039,1016,2867,Clothing,West,197,1510.46,0.46,Cloudy,Yes,Festive,1620.53,139,115,163
05-11-2039,1022,2543,Electronics,West,494,1478.53,0.09,Sunny,Yes,Winter,1598.38,87,55,70
06-11-2039,1042,2814,Electronics,North,96,1510.51,0.14,Rainy,Yes,Monsoon,1441.84,35,17,31
07-11-2039,1015,2171,Clothing,East,71,1969.53,0.22,Rainy,No,Festive,1809.48,185,71,208
08-11-2039,1020,2069,Electronics,South,419,2194.13,0.21,Cloudy,Yes,Monsoon,2381.24,58,31,49
09-11-2039,1048,2322,Home,South,80,2801.42,0.13,Sunny,No,Winter,3003.79,148,80,137
10-11-2039,1021,2258,Electronics,East,448,983.22,0.27,Cloudy,Yes,Festive,1048.57,57,56,53
