Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
23-03-2032,DMART_046,PRD_0327,Electronics,Gujarat,1388,189,222,228,843.66,0.2,Sunny,Diwali Sale,688.2,High
24-03-2032,DMART_004,PRD_0961,Stationery,Gujarat,1140,237,324,277,2021.92,0.29,Extreme Heat,Diwali Sale,1572.97,High
25-03-2032,DMART_060,PRD_0895,Groceries,Tamil Nadu,1001,83,144,104,1047.17,0.39,Cloudy,Diwali Sale,615.52,Medium
26-03-2032,DMART_057,PRD_0097,Groceries,Gujarat,1833,240,316,263,1489.69,0.01,Humid,Festive Discount,1679.2,High
27-03-2032,DMART_045,PRD_0513,Groceries,Karnataka,1626,111,151,96,1713.35,0.22,Cloudy,None,1525.43,Medium
28-03-2032,DMART_020,PRD_0216,Personal Care,Tamil Nadu,1257,185,247,233,2087.98,0.18,Cloudy,None,1656.79,Low
29-03-2032,DMART_017,PRD_0132,Groceries,Karnataka,1108,131,201,132,893.66,0.1,Sunny,Diwali Sale,833.89,High
30-03-2032,DMART_071,PRD_0260,Home & Kitchen,Gujarat,554,138,205,182,587.73,0.26,Sunny,None,491.39,Medium
31-03-2032,DMART_004,PRD_0125,Personal Care,Tamil Nadu,898,81,125,80,1407,0.07,Humid,Diwali Sale,1292.1,Medium
01-04-2032,DMART_093,PRD_0082,Stationery,Karnataka,1012,408,448,434,305.45,0.11,Rainy,Republic Day Offer,295.89,High
02-04-2032,DMART_014,PRD_0283,Groceries,Andhra Pradesh,1875,32,98,59,1853.14,0.31,Sunny,Republic Day Offer,1396.61,Low
03-04-2032,DMART_003,PRD_0683,Apparel,Andhra Pradesh,1149,169,254,172,2941.83,0.18,Rainy,None,2404.39,Medium
04-04-2032,DMART_088,PRD_0059,Apparel,Karnataka,521,96,115,114,434.04,0.4,Humid,Summer Special,247.72,Low
05-04-2032,DMART_080,PRD_0544,Groceries,Karnataka,1655,16,109,50,412.3,0.15,Cloudy,Festive Discount,379.51,Medium
06-04-2032,DMART_058,PRD_0161,Groceries,Maharashtra,1819,192,219,226,299.16,0.19,Cloudy,None,260.12,Medium
07-04-2032,DMART_055,PRD_0284,Groceries,Maharashtra,572,471,536,520,2970.56,0.12,Rainy,None,2823.07,High
08-04-2032,DMART_004,PRD_0106,Groceries,Telangana,929,479,524,521,300.85,0.09,Humid,Diwali Sale,268.65,High
09-04-2032,DMART_024,PRD_0105,Groceries,Tamil Nadu,1356,151,211,149,3442.45,0.37,Humid,None,2322.18,Medium
10-04-2032,DMART_034,PRD_0439,Personal Care,Telangana,1889,23,93,60,1266.99,0.3,Sunny,Diwali Sale,938.63,Medium
11-04-2032,DMART_030,PRD_0228,Personal Care,Telangana,1609,284,312,289,1164.09,0.13,Rainy,None,1053.79,High
12-04-2032,DMART_082,PRD_0700,Electronics,Gujarat,323,178,268,204,338.88,0.28,Sunny,Festive Discount,269.71,Medium
13-04-2032,DMART_019,PRD_0582,Groceries,Andhra Pradesh,1612,120,140,113,2058.03,0.39,Rainy,None,1290.12,Medium
14-04-2032,DMART_031,PRD_0318,Electronics,Gujarat,103,100,114,82,2058.87,0.03,Sunny,Festive Discount,2038.35,Low
15-04-2032,DMART_060,PRD_0464,Groceries,Tamil Nadu,1128,93,147,141,1738.44,0.11,Sunny,None,1637.26,Low
16-04-2032,DMART_060,PRD_0802,Apparel,Karnataka,937,111,165,104,1102.35,0.08,Humid,None,1154.97,Medium
17-04-2032,DMART_019,PRD_0599,Groceries,Maharashtra,794,23,80,10,1302.66,0.35,Humid,None,862.69,Medium
18-04-2032,DMART_049,PRD_0882,Groceries,Tamil Nadu,326,37,60,31,1135.35,0.07,Cloudy,Summer Special,1097.12,Low
19-04-2032,DMART_063,PRD_0874,Stationery,Karnataka,1516,39,76,63,1502.99,0.12,Cloudy,Diwali Sale,1326.95,Low
20-04-2032,DMART_083,PRD_0472,Groceries,Tamil Nadu,932,88,106,112,1209.42,0.22,Humid,End of Month,1024.4,Medium
21-04-2032,DMART_022,PRD_0056,Home & Kitchen,Karnataka,1491,63,131,45,2370.8,0.25,Humid,None,1818.67,Low
22-04-2032,DMART_024,PRD_0625,Personal Care,Maharashtra,681,196,243,186,1049.34,0.32,Sunny,None,776.73,Low
23-04-2032,DMART_076,PRD_0013,Personal Care,Karnataka,1298,149,183,137,1240.92,0.16,Cloudy,Republic Day Offer,1020.63,Medium
24-04-2032,DMART_030,PRD_0440,Personal Care,Telangana,619,338,419,321,1535.4,0.21,Humid,Republic Day Offer,1216.31,High
25-04-2032,DMART_058,PRD_0018,Home & Kitchen,Tamil Nadu,1328,129,186,158,33.79,0.39,Rainy,None,20.43,Medium
26-04-2032,DMART_031,PRD_0694,Groceries,Maharashtra,225,84,112,69,1732.45,0.12,Rainy,None,1685.37,Medium
27-04-2032,DMART_100,PRD_0973,Home & Kitchen,Karnataka,615,176,187,199,910.25,0.1,Cloudy,None,792.94,Medium
28-04-2032,DMART_064,PRD_0113,Stationery,Telangana,1219,79,94,63,215.4,0.28,Rainy,None,155.15,Low
29-04-2032,DMART_019,PRD_0229,Groceries,Telangana,820,76,115,112,3190.35,0.31,Sunny,End of Month,2314.66,Medium
30-04-2032,DMART_048,PRD_0171,Groceries,Andhra Pradesh,1737,24,94,52,1142.02,0.17,Cloudy,None,917.13,Medium
01-05-2032,DMART_045,PRD_0295,Home & Kitchen,Telangana,1458,424,435,472,1502.78,0.09,Humid,Republic Day Offer,1302.18,High
02-05-2032,DMART_100,PRD_0189,Personal Care,Gujarat,311,107,167,114,2899.15,0.31,Rainy,End of Month,2176.91,Low
03-05-2032,DMART_094,PRD_0426,Personal Care,Maharashtra,580,346,438,364,600.43,0.27,Sunny,Republic Day Offer,470.19,High
04-05-2032,DMART_055,PRD_0977,Groceries,Maharashtra,1927,181,203,194,2979.07,0.35,Humid,Diwali Sale,1842.83,Medium
05-05-2032,DMART_055,PRD_0079,Personal Care,Maharashtra,1444,333,391,374,860.9,0.34,Extreme Heat,Summer Special,545.3,High
06-05-2032,DMART_097,PRD_0658,Groceries,Karnataka,1756,114,131,105,2069.85,0.08,Sunny,Republic Day Offer,1892.6,Medium
07-05-2032,DMART_018,PRD_0919,Personal Care,Tamil Nadu,940,263,281,311,2406.16,0.33,Rainy,Summer Special,1823.7,High
08-05-2032,DMART_063,PRD_0182,Apparel,Karnataka,1977,46,78,79,3169.45,0.07,Sunny,Republic Day Offer,3185,Medium
09-05-2032,DMART_092,PRD_0499,Groceries,Gujarat,1270,195,276,211,2134.58,0.35,Extreme Heat,None,1541.49,Medium
10-05-2032,DMART_047,PRD_0798,Personal Care,Tamil Nadu,997,303,385,315,1597.25,0.31,Extreme Heat,None,1214.4,High
11-05-2032,DMART_075,PRD_0762,Electronics,Telangana,634,132,157,160,2011.5,0.23,Sunny,None,1775.92,Medium
12-05-2032,DMART_057,PRD_0866,Home & Kitchen,Karnataka,864,495,520,475,723.25,0.26,Humid,None,610.15,High
13-05-2032,DMART_045,PRD_0826,Apparel,Tamil Nadu,1670,141,162,167,2417.98,0.04,Humid,Republic Day Offer,2236.44,Low
14-05-2032,DMART_033,PRD_0708,Personal Care,Telangana,1357,19,117,35,670.34,0.02,Extreme Heat,Diwali Sale,627.07,Low
15-05-2032,DMART_017,PRD_0835,Apparel,Tamil Nadu,351,36,56,24,1959.22,0.13,Cloudy,Diwali Sale,1788.75,Medium
16-05-2032,DMART_070,PRD_0071,Groceries,Telangana,1205,93,184,90,2273.66,0.33,Cloudy,None,1529.97,Medium
17-05-2032,DMART_004,PRD_0248,Groceries,Tamil Nadu,1193,173,195,196,3147.07,0.19,Humid,Diwali Sale,2678.91,Medium
18-05-2032,DMART_020,PRD_0146,Groceries,Karnataka,1801,14,58,63,1586.66,0.09,Cloudy,None,1397.85,Low
19-05-2032,DMART_047,PRD_0618,Personal Care,Karnataka,1209,187,278,229,2718.16,0.33,Humid,None,2061.15,Medium
20-05-2032,DMART_091,PRD_0775,Apparel,Gujarat,677,169,221,151,603.01,0.09,Rainy,Republic Day Offer,606.26,Low
21-05-2032,DMART_015,PRD_0296,Groceries,Andhra Pradesh,622,430,469,427,563.56,0.33,Humid,None,400.4,High
22-05-2032,DMART_070,PRD_0582,Home & Kitchen,Maharashtra,578,160,229,176,1846.3,0.18,Rainy,None,1579.09,Medium
23-05-2032,DMART_047,PRD_0470,Home & Kitchen,Karnataka,83,83,159,82,2095.27,0.19,Extreme Heat,None,1771.33,Medium
24-05-2032,DMART_078,PRD_0506,Personal Care,Karnataka,581,138,176,153,2220.55,0.11,Cloudy,None,2121.14,Medium
25-05-2032,DMART_075,PRD_0193,Groceries,Telangana,1281,312,346,295,2614.95,0.36,Extreme Heat,None,1772.42,High
26-05-2032,DMART_009,PRD_0068,Personal Care,Andhra Pradesh,1747,28,103,24,1046.36,0.04,Sunny,None,1051.16,Medium
27-05-2032,DMART_090,PRD_0494,Groceries,Karnataka,1372,63,77,99,2186.67,0.06,Sunny,None,2231.93,Medium
28-05-2032,DMART_016,PRD_0817,Groceries,Tamil Nadu,1595,137,151,165,674.72,0.25,Extreme Heat,None,558.16,Medium
29-05-2032,DMART_069,PRD_0052,Electronics,Andhra Pradesh,1167,490,584,522,782.11,0.34,Humid,End of Month,556.76,High
30-05-2032,DMART_061,PRD_0882,Groceries,Maharashtra,1487,141,199,130,254.23,0.04,Humid,None,250.96,Medium
31-05-2032,DMART_010,PRD_0363,Groceries,Tamil Nadu,420,185,220,193,2619.56,0.29,Cloudy,Diwali Sale,1921.01,Low
01-06-2032,DMART_050,PRD_0797,Stationery,Telangana,458,57,137,45,1784.34,0.3,Extreme Heat,None,1211.2,Medium
02-06-2032,DMART_003,PRD_0917,Groceries,Gujarat,1456,58,97,58,848.89,0.23,Sunny,Festive Discount,675.16,Medium
03-06-2032,DMART_077,PRD_0474,Home & Kitchen,Tamil Nadu,1514,197,234,177,1955.71,0.19,Extreme Heat,End of Month,1753.88,Low
04-06-2032,DMART_094,PRD_0846,Groceries,Maharashtra,1951,126,149,141,1252.76,0.13,Extreme Heat,None,1049.9,Medium
05-06-2032,DMART_070,PRD_0521,Groceries,Tamil Nadu,1520,181,208,166,2933.49,0.14,Cloudy,None,2485.22,Medium
06-06-2032,DMART_081,PRD_0763,Groceries,Andhra Pradesh,1692,171,237,168,1857.95,0.27,Humid,None,1517.06,Medium
07-06-2032,DMART_051,PRD_0431,Groceries,Andhra Pradesh,666,367,457,357,123.74,0.03,Sunny,End of Month,127.66,High
08-06-2032,DMART_019,PRD_0844,Personal Care,Maharashtra,120,83,117,131,3448.13,0.23,Cloudy,None,2878.72,Medium
09-06-2032,DMART_042,PRD_0298,Home & Kitchen,Andhra Pradesh,133,15,94,15,278.56,0.11,Sunny,None,251.47,Medium
10-06-2032,DMART_035,PRD_0435,Personal Care,Tamil Nadu,258,85,99,73,2441.93,0.19,Sunny,Festive Discount,2072.43,Low
11-06-2032,DMART_046,PRD_0696,Electronics,Gujarat,308,230,292,211,1541.65,0.22,Humid,None,1325.52,High
12-06-2032,DMART_026,PRD_0691,Groceries,Tamil Nadu,1312,135,229,118,887.63,0.35,Humid,Diwali Sale,649.2,Low
13-06-2032,DMART_069,PRD_0198,Personal Care,Gujarat,1375,155,203,146,2374.07,0.23,Cloudy,Summer Special,2092.81,High
14-06-2032,DMART_093,PRD_0128,Personal Care,Andhra Pradesh,1305,172,238,190,458.12,0.09,Rainy,Summer Special,467,Medium
15-06-2032,DMART_064,PRD_0532,Electronics,Tamil Nadu,981,34,127,73,3006.7,0.03,Cloudy,Republic Day Offer,2810.04,Medium
16-06-2032,DMART_037,PRD_0984,Groceries,Andhra Pradesh,331,186,206,199,892.13,0.25,Cloudy,Summer Special,681.59,Medium
17-06-2032,DMART_084,PRD_0411,Personal Care,Gujarat,443,441,519,479,1277.86,0.22,Rainy,Festive Discount,1096.18,High
18-06-2032,DMART_049,PRD_0934,Stationery,Andhra Pradesh,467,344,378,329,2221.6,0.27,Sunny,Festive Discount,1676.24,High
19-06-2032,DMART_021,PRD_0840,Groceries,Karnataka,1279,308,347,319,23.58,0.18,Extreme Heat,None,20.06,High
20-06-2032,DMART_074,PRD_0065,Stationery,Telangana,1337,389,400,396,1665.17,0.33,Rainy,None,1237.12,High
21-06-2032,DMART_064,PRD_0694,Groceries,Tamil Nadu,1384,181,274,201,3131.99,0.37,Extreme Heat,None,2203.39,Low
22-06-2032,DMART_005,PRD_0241,Home & Kitchen,Karnataka,908,166,211,172,2387.85,0.02,Sunny,Summer Special,2593.48,Medium
23-06-2032,DMART_100,PRD_0369,Electronics,Andhra Pradesh,1979,80,126,112,1369.89,0.3,Rainy,None,978.99,Medium
24-06-2032,DMART_070,PRD_0536,Home & Kitchen,Andhra Pradesh,1770,499,510,489,2318.28,0.01,Humid,None,2285.01,High
25-06-2032,DMART_090,PRD_0384,Personal Care,Telangana,675,113,169,114,3279.26,0.18,Cloudy,None,2747.47,Medium
26-06-2032,DMART_004,PRD_0431,Groceries,Andhra Pradesh,1152,12,80,0,673.56,0.18,Rainy,Diwali Sale,602.18,Medium
27-06-2032,DMART_039,PRD_0967,Electronics,Telangana,1942,94,107,107,1870.69,0.28,Rainy,Republic Day Offer,1377.8,Low
28-06-2032,DMART_035,PRD_0083,Personal Care,Tamil Nadu,1415,171,247,212,836.89,0.14,Sunny,None,691.71,High
29-06-2032,DMART_001,PRD_0982,Groceries,Gujarat,1886,411,466,421,2992.7,0.33,Humid,End of Month,2225.97,High
30-06-2032,DMART_024,PRD_0831,Home & Kitchen,Telangana,611,82,127,108,2529.25,0.14,Rainy,None,2093.99,Medium
01-07-2032,DMART_057,PRD_0697,Personal Care,Telangana,881,246,320,262,2807.74,0.14,Humid,None,2774.99,High
02-07-2032,DMART_100,PRD_0951,Groceries,Karnataka,1168,69,134,74,3301.68,0.09,Extreme Heat,Festive Discount,3372.02,Medium
03-07-2032,DMART_070,PRD_0828,Groceries,Andhra Pradesh,1843,87,172,109,828.43,0.27,Rainy,Diwali Sale,690.19,Low
04-07-2032,DMART_041,PRD_0611,Groceries,Tamil Nadu,990,232,276,272,189.54,0.03,Humid,None,205.3,High
05-07-2032,DMART_054,PRD_0574,Personal Care,Gujarat,1424,106,197,123,1032.34,0.15,Cloudy,Festive Discount,851.35,Low
06-07-2032,DMART_046,PRD_0286,Home & Kitchen,Maharashtra,111,75,107,86,1409,0.11,Sunny,None,1296.33,Low
07-07-2032,DMART_060,PRD_0989,Personal Care,Telangana,1215,40,127,88,2195.56,0.09,Humid,Republic Day Offer,2260.87,Low
08-07-2032,DMART_060,PRD_0534,Apparel,Maharashtra,1915,18,71,59,2796.01,0.02,Sunny,End of Month,2652.89,Medium
09-07-2032,DMART_057,PRD_0459,Stationery,Andhra Pradesh,783,157,167,161,1237.32,0.08,Rainy,None,1150.91,Medium
10-07-2032,DMART_031,PRD_0212,Home & Kitchen,Telangana,1941,157,254,169,1667.77,0.18,Rainy,Diwali Sale,1426.95,Medium
11-07-2032,DMART_084,PRD_0126,Groceries,Maharashtra,1184,215,290,258,2753.43,0.2,Extreme Heat,None,2290.82,High
12-07-2032,DMART_024,PRD_0413,Home & Kitchen,Karnataka,1689,260,281,255,804.14,0.11,Sunny,None,815.01,High
13-07-2032,DMART_089,PRD_0499,Personal Care,Maharashtra,1600,92,114,120,775.62,0.26,Cloudy,None,590.62,Medium
14-07-2032,DMART_036,PRD_0425,Personal Care,Karnataka,831,109,145,103,2070.53,0.13,Cloudy,Diwali Sale,1797.38,Medium
15-07-2032,DMART_085,PRD_0554,Home & Kitchen,Gujarat,1744,301,330,300,1537.48,0.15,Humid,Republic Day Offer,1357.81,High
16-07-2032,DMART_030,PRD_0610,Groceries,Andhra Pradesh,1230,138,153,139,3322.16,0.31,Cloudy,Republic Day Offer,2359.22,Medium
17-07-2032,DMART_024,PRD_0961,Electronics,Tamil Nadu,588,19,36,8,1262.47,0.22,Sunny,End of Month,1058.25,Medium
18-07-2032,DMART_030,PRD_0543,Groceries,Maharashtra,646,186,216,220,2663.25,0.38,Rainy,None,1896.96,Medium
19-07-2032,DMART_086,PRD_0158,Home & Kitchen,Telangana,58,58,88,65,2049.16,0.14,Sunny,None,1868.51,High
20-07-2032,DMART_092,PRD_0112,Groceries,Andhra Pradesh,325,197,251,185,209.92,0.33,Sunny,None,146.62,Medium
21-07-2032,DMART_007,PRD_0402,Electronics,Maharashtra,276,276,355,286,313.66,0.3,Rainy,Festive Discount,234.66,High
22-07-2032,DMART_035,PRD_0759,Groceries,Telangana,235,133,186,169,726.98,0.36,Sunny,Summer Special,533.18,Medium
23-07-2032,DMART_055,PRD_0122,Groceries,Telangana,640,196,264,206,518.17,0.38,Cloudy,Festive Discount,345.35,Medium
24-07-2032,DMART_092,PRD_0273,Groceries,Tamil Nadu,1289,34,73,56,1166.21,0,Humid,None,1136.57,Medium
25-07-2032,DMART_014,PRD_0294,Groceries,Tamil Nadu,482,173,192,161,2034.88,0.04,Humid,Diwali Sale,2212.39,Low
26-07-2032,DMART_010,PRD_0398,Groceries,Telangana,618,104,188,125,2116.22,0.27,Sunny,Diwali Sale,1650.14,Low
27-07-2032,DMART_080,PRD_0471,Personal Care,Tamil Nadu,705,44,54,73,2065.43,0.16,Rainy,Diwali Sale,1703.07,Low
28-07-2032,DMART_016,PRD_0985,Personal Care,Telangana,405,148,167,164,429.28,0.33,Extreme Heat,End of Month,286.5,Medium
29-07-2032,DMART_054,PRD_0207,Groceries,Maharashtra,892,121,155,117,2108.78,0,Sunny,None,2054.18,High
30-07-2032,DMART_095,PRD_0110,Groceries,Gujarat,441,17,106,44,1445.92,0.32,Sunny,Republic Day Offer,1122.99,Low
31-07-2032,DMART_089,PRD_0440,Apparel,Tamil Nadu,628,114,206,95,3162.62,0.05,Extreme Heat,End of Month,2896.84,Medium
01-08-2032,DMART_077,PRD_0278,Home & Kitchen,Karnataka,1348,160,243,181,3193.71,0.12,Humid,None,3099.62,Medium
02-08-2032,DMART_070,PRD_0963,Home & Kitchen,Karnataka,1567,143,166,185,2693.24,0.39,Humid,Festive Discount,1671.68,Medium
03-08-2032,DMART_044,PRD_0568,Home & Kitchen,Karnataka,1690,142,154,132,2466.81,0.02,Extreme Heat,Diwali Sale,2335.82,High
04-08-2032,DMART_073,PRD_0887,Groceries,Gujarat,1524,73,150,108,420.04,0.14,Rainy,End of Month,374.52,Medium
05-08-2032,DMART_045,PRD_0915,Groceries,Telangana,469,55,104,79,314.74,0.03,Sunny,End of Month,290.05,Medium
06-08-2032,DMART_100,PRD_0569,Groceries,Telangana,1773,473,515,497,2946.1,0.34,Cloudy,Diwali Sale,2165.03,High
07-08-2032,DMART_056,PRD_0940,Apparel,Andhra Pradesh,213,47,140,55,1506.02,0.28,Humid,None,1147.64,Medium
08-08-2032,DMART_084,PRD_0482,Electronics,Karnataka,828,162,250,175,1590.74,0.32,Humid,Republic Day Offer,1125.35,Low
09-08-2032,DMART_082,PRD_0803,Personal Care,Karnataka,1636,282,298,330,2970.32,0.21,Humid,None,2618.39,High
10-08-2032,DMART_057,PRD_0114,Groceries,Telangana,687,11,23,10,2182.58,0.14,Rainy,Festive Discount,1978.12,Medium
11-08-2032,DMART_021,PRD_0893,Groceries,Karnataka,1665,33,79,82,644.34,0,Extreme Heat,None,688.84,Medium
12-08-2032,DMART_068,PRD_0897,Groceries,Telangana,1256,110,145,107,754.33,0.11,Rainy,None,747.19,Medium
13-08-2032,DMART_050,PRD_0820,Personal Care,Telangana,1383,76,110,115,42.19,0.21,Humid,Festive Discount,36.47,Medium
14-08-2032,DMART_033,PRD_0853,Groceries,Tamil Nadu,66,66,115,100,2493.13,0.27,Sunny,None,1968.87,High
15-08-2032,DMART_091,PRD_0477,Electronics,Telangana,495,384,436,415,1709.93,0.09,Humid,None,1697.37,High
16-08-2032,DMART_007,PRD_0710,Groceries,Maharashtra,219,219,272,223,3325.87,0.06,Sunny,Summer Special,3134.43,High
17-08-2032,DMART_070,PRD_0933,Electronics,Maharashtra,1353,80,173,125,2504.76,0.08,Sunny,None,2243.2,Medium
18-08-2032,DMART_015,PRD_0321,Apparel,Maharashtra,1986,237,317,244,378.97,0.14,Humid,None,350.21,High
19-08-2032,DMART_082,PRD_0179,Apparel,Maharashtra,1889,146,184,145,582.16,0.06,Humid,None,544.39,Medium
20-08-2032,DMART_032,PRD_0897,Home & Kitchen,Gujarat,389,182,281,231,1766,0.06,Sunny,Summer Special,1592.85,Medium
21-08-2032,DMART_075,PRD_0219,Home & Kitchen,Andhra Pradesh,775,197,263,213,3238.56,0.02,Rainy,None,3176.53,High
22-08-2032,DMART_020,PRD_0789,Home & Kitchen,Andhra Pradesh,1783,128,146,123,880.43,0.34,Rainy,Republic Day Offer,635.74,Medium
23-08-2032,DMART_088,PRD_0949,Home & Kitchen,Telangana,1592,117,148,131,2893.02,0.09,Rainy,None,2874.02,Medium
24-08-2032,DMART_015,PRD_0528,Personal Care,Karnataka,1983,151,236,185,1106.71,0.33,Cloudy,None,838.37,Low
25-08-2032,DMART_048,PRD_0492,Electronics,Maharashtra,1084,150,229,194,959.24,0.18,Sunny,None,853.47,High
26-08-2032,DMART_071,PRD_0891,Home & Kitchen,Andhra Pradesh,1597,183,198,176,3156.85,0.25,Cloudy,Festive Discount,2457.48,Low
27-08-2032,DMART_021,PRD_0061,Apparel,Andhra Pradesh,1695,110,146,113,184.4,0.03,Cloudy,Diwali Sale,179.24,Medium
28-08-2032,DMART_042,PRD_0054,Stationery,Maharashtra,182,108,200,125,2319.38,0.23,Sunny,None,1967.52,High
29-08-2032,DMART_026,PRD_0680,Groceries,Gujarat,950,39,100,27,170.22,0.12,Cloudy,None,154.65,Low
30-08-2032,DMART_014,PRD_0538,Groceries,Gujarat,689,133,212,171,2806.66,0.04,Sunny,None,2999.12,Medium
31-08-2032,DMART_057,PRD_0848,Personal Care,Andhra Pradesh,1221,188,246,218,2906.33,0.36,Extreme Heat,Diwali Sale,2083.86,High
01-09-2032,DMART_037,PRD_0988,Personal Care,Gujarat,1639,103,193,133,3128.88,0.24,Extreme Heat,None,2426.25,Medium
02-09-2032,DMART_058,PRD_0065,Apparel,Tamil Nadu,872,41,73,39,667.59,0.1,Sunny,None,612.11,Medium
03-09-2032,DMART_021,PRD_0612,Personal Care,Maharashtra,1003,87,177,128,453.25,0.17,Sunny,End of Month,426.13,Medium
04-09-2032,DMART_082,PRD_0586,Personal Care,Andhra Pradesh,128,32,62,21,1772.3,0.14,Sunny,None,1569.07,Low
05-09-2032,DMART_069,PRD_0704,Personal Care,Maharashtra,395,395,478,412,965.28,0.28,Rainy,None,758.5,High
06-09-2032,DMART_003,PRD_0171,Groceries,Gujarat,658,131,148,113,2129.92,0.24,Sunny,None,1660.12,Medium
07-09-2032,DMART_087,PRD_0273,Home & Kitchen,Maharashtra,1322,385,448,412,1807.84,0.01,Humid,None,1962.04,High
08-09-2032,DMART_090,PRD_0889,Apparel,Gujarat,688,184,207,204,524.09,0.08,Extreme Heat,None,474.8,Medium
09-09-2032,DMART_037,PRD_0699,Groceries,Gujarat,1615,148,188,144,2592.66,0.19,Extreme Heat,None,2346.13,Medium
10-09-2032,DMART_088,PRD_0535,Personal Care,Maharashtra,1097,50,110,98,2817.17,0.18,Sunny,End of Month,2648.81,Low
11-09-2032,DMART_049,PRD_0391,Personal Care,Gujarat,1544,24,95,18,3371.39,0.21,Extreme Heat,None,2938.14,Low
12-09-2032,DMART_019,PRD_0940,Groceries,Tamil Nadu,1274,100,127,135,1396.48,0.29,Sunny,None,1013.14,Medium
13-09-2032,DMART_089,PRD_0693,Groceries,Telangana,180,61,117,55,1195.32,0.27,Sunny,Diwali Sale,925.85,Medium
14-09-2032,DMART_085,PRD_0327,Electronics,Maharashtra,1707,231,322,215,689.07,0.15,Extreme Heat,End of Month,634.86,High
15-09-2032,DMART_012,PRD_0108,Groceries,Telangana,405,69,130,92,649.41,0.35,Extreme Heat,None,417.29,Low
16-09-2032,DMART_061,PRD_0847,Groceries,Maharashtra,993,66,164,48,1137.27,0.03,Humid,None,1110.41,Medium
17-09-2032,DMART_041,PRD_0162,Groceries,Gujarat,1912,42,88,68,3436.72,0.23,Cloudy,None,2938.3,Medium
18-09-2032,DMART_033,PRD_0814,Home & Kitchen,Gujarat,199,158,256,167,341.06,0.38,Humid,Festive Discount,240.86,Medium
19-09-2032,DMART_050,PRD_0452,Home & Kitchen,Andhra Pradesh,1599,161,200,152,922.59,0.22,Humid,Diwali Sale,722.83,Medium
20-09-2032,DMART_068,PRD_0206,Home & Kitchen,Tamil Nadu,1377,29,68,23,319.2,0.18,Extreme Heat,None,256.38,Medium
21-09-2032,DMART_071,PRD_0590,Groceries,Andhra Pradesh,1614,122,206,139,972.24,0.05,Humid,None,1058.78,Medium
22-09-2032,DMART_086,PRD_0016,Stationery,Telangana,99,99,156,106,341.56,0.32,Extreme Heat,End of Month,235.51,High
23-09-2032,DMART_033,PRD_0327,Groceries,Gujarat,513,110,158,138,1788.91,0.15,Rainy,None,1681.29,Medium
24-09-2032,DMART_081,PRD_0608,Groceries,Andhra Pradesh,1313,110,146,136,1545.48,0.28,Sunny,End of Month,1141.46,Medium
25-09-2032,DMART_024,PRD_0659,Personal Care,Gujarat,1555,197,222,188,625.7,0.08,Cloudy,Festive Discount,656.13,Low
26-09-2032,DMART_061,PRD_0002,Groceries,Maharashtra,1979,183,224,216,628.33,0.02,Rainy,None,658.81,Medium
27-09-2032,DMART_061,PRD_0010,Stationery,Andhra Pradesh,504,206,244,217,2198.86,0.12,Sunny,None,1998.9,High
28-09-2032,DMART_098,PRD_0434,Electronics,Telangana,1356,40,101,20,1367.18,0.11,Sunny,None,1199.35,Low
29-09-2032,DMART_028,PRD_0125,Groceries,Andhra Pradesh,384,124,207,119,215.56,0.35,Cloudy,None,140.27,High
30-09-2032,DMART_058,PRD_0081,Stationery,Gujarat,1425,31,115,21,3222.27,0.35,Humid,Republic Day Offer,2348.73,Medium
01-10-2032,DMART_043,PRD_0485,Apparel,Karnataka,717,115,139,149,1429.23,0.21,Sunny,None,1085.5,Medium
02-10-2032,DMART_041,PRD_0652,Electronics,Karnataka,1722,282,335,297,2076.85,0.01,Cloudy,None,2017.77,High
03-10-2032,DMART_039,PRD_0838,Groceries,Tamil Nadu,376,376,408,385,3101.23,0.09,Extreme Heat,Diwali Sale,2789.74,High
04-10-2032,DMART_086,PRD_0150,Personal Care,Gujarat,1065,178,235,225,1419.51,0.26,Sunny,Festive Discount,1012.76,Medium
05-10-2032,DMART_049,PRD_0800,Groceries,Maharashtra,385,180,212,215,2875.9,0.04,Sunny,None,3001.41,High
06-10-2032,DMART_017,PRD_0873,Apparel,Andhra Pradesh,715,70,150,109,3203.34,0.28,Humid,None,2643.73,Medium
07-10-2032,DMART_098,PRD_0340,Groceries,Karnataka,1044,126,149,122,625.75,0,Humid,None,611.88,Medium
08-10-2032,DMART_070,PRD_0129,Personal Care,Maharashtra,130,22,104,34,3125.87,0.27,Extreme Heat,Republic Day Offer,2532.41,Medium
09-10-2032,DMART_070,PRD_0438,Groceries,Gujarat,136,136,199,145,437.02,0.34,Sunny,None,284.19,High
10-10-2032,DMART_098,PRD_0751,Groceries,Maharashtra,1849,172,251,164,977.44,0.19,Humid,None,906.33,Medium
11-10-2032,DMART_065,PRD_0501,Home & Kitchen,Gujarat,307,307,359,298,2832.58,0.33,Cloudy,Festive Discount,1995.4,High
12-10-2032,DMART_074,PRD_0058,Stationery,Tamil Nadu,1040,136,190,147,3154.38,0.31,Sunny,None,2436.62,Medium
13-10-2032,DMART_085,PRD_0198,Home & Kitchen,Andhra Pradesh,234,149,180,162,2400.8,0.27,Cloudy,None,1724.74,Medium
