bill_id,date,region,category,product_name,size,units_sold,base_price,discount_percent,final_price,revenue,inventory_level,customer_gender,season,return_flag
ZUD-9083,03-06-2025,Mumbai,Men,Joggers,XL,17,1252.49,15,1064.61,18098.42,174,Male,Monsoon,0
ZUD-9084,06-04-2026,Bangalore,Women,Dress,L,4,3587.32,20,2869.86,11479.44,257,Male,Winter,1
ZUD-9085,26-09-2024,Bangalore,Accessories,Bag,M,25,2313.97,20,1851.18,46279.43,235,Male,Monsoon,1
ZUD-9086,09-08-2025,Mumbai,Women,Kurti,M,8,1334.39,20,1067.52,8540.13,126,Male,Monsoon,1
ZUD-9087,22-07-2025,Mumbai,Men,Tshirt,S,24,2116.27,20,1693.02,40632.46,183,Male,Monsoon,1
ZUD-9088,24-11-2025,Pune,Accessories,Belt,S,8,1647.51,0,1647.51,13180.1,234,Male,Winter,0
ZUD-9089,17-02-2025,Bangalore,Women,Dress,L,22,3294.83,0,3294.83,72486.17,201,Male,Summer,1
ZUD-9090,02-07-2024,Bangalore,Men,Jeans,L,1,2585.67,30,1809.97,1809.97,29,Female,Winter,0
ZUD-9091,15-04-2026,Delhi,Kids,Kids Dress,M,8,814.56,30,570.19,4561.53,265,Female,Winter,1
ZUD-9092,23-10-2024,Mumbai,Kids,Kids Shorts,M,25,2012.09,0,2012.09,50302.36,209,Female,Monsoon,0
ZUD-9093,09-05-2025,Chennai,Kids,Kids Tshirt,S,23,1497.57,15,1272.93,29277.5,140,Female,Winter,1
ZUD-9094,18-10-2024,Bangalore,Kids,Kids Shorts,S,23,1367.53,20,1094.02,25162.56,133,Male,Monsoon,1
ZUD-9095,21-09-2025,Delhi,Accessories,Belt,M,12,473.65,10,426.29,5115.43,238,Female,Monsoon,1
ZUD-9096,20-12-2025,Bangalore,Kids,Kids Tshirt,M,13,206.69,0,206.69,2686.97,34,Female,Monsoon,1
ZUD-9097,26-10-2025,Delhi,Men,Shirt,,22,2432.98,20,1946.39,42820.51,55,Male,Monsoon,0
ZUD-9098,17-03-2026,Pune,Women,Skirt,M,10,2424.81,10,2182.33,21823.28,201,Female,Summer,0
ZUD-9099,18-02-2025,Pune,Kids,Kids Dress,S,6,2276.22,10,2048.6,12291.59,158,Female,Summer,0
ZUD-9100,13-03-2025,Mumbai,Kids,Kids Shorts,XL,13,1238.58,20,990.87,12881.26,141,Female,Winter,1
ZUD-9101,14-07-2025,Bangalore,Kids,Kids Tshirt,XL,4,2904.15,15,2468.53,9874.11,208,Female,Winter,0
ZUD-9102,29-04-2025,Pune,Men,Joggers,XL,21,1929.8,20,1543.84,32420.71,110,Female,Winter,0
ZUD-9103,16-03-2025,Pune,Kids,Kids Dress,M,2,1789.7,15,1521.25,3042.49,298,Male,Summer,0
ZUD-9104,23-04-2026,Delhi,Kids,Kids Tshirt,,23,2592.71,0,2592.71,59632.42,162,Female,Monsoon,1
ZUD-9105,23-08-2024,Delhi,Men,Jeans,M,24,200.12,0,200.12,4802.84,99,Female,Monsoon,1
ZUD-9106,24-01-2026,Delhi,Accessories,Socks,M,15,2821.42,10,2539.27,38089.12,183,Female,Summer,1
ZUD-9107,27-02-2026,Mumbai,Men,Jeans,XL,6,1093.43,0,1093.43,6560.55,217,Male,Winter,0
ZUD-9108,29-11-2025,Chennai,Women,Dress,M,23,3385.74,30,2370.01,54510.34,239,Female,Winter,1
ZUD-9109,27-10-2024,Pune,Men,Shirt,M,9,2639.79,15,2243.83,20194.43,214,Female,Summer,1
ZUD-9110,25-07-2024,Mumbai,Men,Tshirt,XL,21,283.28,20,226.62,4759.11,279,Female,Winter,0
ZUD-9111,17-05-2024,Pune,Men,Shirt,XL,4,420.92,15,357.78,1431.13,117,Male,Summer,0
ZUD-9112,12-09-2025,Bangalore,Women,Top,M,4,836.71,0,836.71,3346.83,277,Female,Summer,0
ZUD-9113,23-05-2025,Pune,Accessories,Cap,S,29,1311.66,15,1114.91,32332.47,34,Female,Summer,1
ZUD-9114,02-10-2025,Pune,Men,Jacket,XL,17,314.13,10,282.72,4806.19,115,Male,Monsoon,0
ZUD-9115,26-08-2024,Mumbai,Kids,Kids Tshirt,M,25,982.33,0,982.33,24558.34,197,Male,Winter,0
ZUD-9116,20-04-2025,Bangalore,Women,Dress,S,14,2263.16,10,2036.85,28515.83,48,Female,Monsoon,1
ZUD-9117,04-04-2026,Chennai,Accessories,Socks,L,20,1015.69,15,863.33,17266.68,289,Female,Summer,0
ZUD-9118,06-11-2024,Delhi,Kids,Kids Dress,M,1,1395.29,0,1395.29,1395.29,46,Female,Monsoon,1
ZUD-9119,14-02-2025,Pune,Kids,Kids Shorts,XL,12,596.76,20,477.41,5728.9,178,Male,Winter,0
ZUD-9120,22-07-2025,Delhi,Accessories,Belt,L,15,1974.63,10,1777.17,26657.49,121,Female,Monsoon,1
ZUD-9121,13-08-2025,Chennai,Women,Top,M,7,2192.96,0,2192.96,15350.73,138,Female,Monsoon,0
ZUD-9122,08-10-2025,Chennai,Women,Dress,S,18,2871.71,10,2584.53,46521.63,75,Female,Summer,0
ZUD-9123,19-06-2024,Delhi,Kids,Kids Shorts,,23,739.85,0,739.85,17016.66,260,Male,Summer,0
ZUD-9124,28-02-2025,Mumbai,Women,Jeans,M,26,2418.92,10,2177.03,56602.71,281,Female,Winter,0
ZUD-9125,20-03-2025,Delhi,Women,Jeans,,1,2164.08,,1731.26,1731.26,258,Male,Monsoon,0
ZUD-9126,14-09-2024,Mumbai,Men,Shirt,L,21,1675.93,0,1675.93,35194.48,193,Female,Summer,1
ZUD-9127,16-09-2025,Delhi,Accessories,Socks,S,5,478.21,10,430.39,2151.93,253,Female,Monsoon,0
ZUD-9128,30-10-2024,Delhi,Accessories,Bag,M,26,1493.35,20,1194.68,31061.61,201,Male,Summer,0
ZUD-9129,28-02-2026,Delhi,Accessories,Belt,L,12,1533.5,20,1226.8,14721.6,91,Male,Winter,0
ZUD-9130,30-08-2024,Chennai,Kids,Kids Shorts,,14,1133.86,15,963.78,13492.88,152,Male,Monsoon,0
ZUD-9131,08-08-2025,Mumbai,Accessories,Socks,S,17,1294.55,0,1294.55,22007.36,36,Male,Winter,0
ZUD-9132,18-06-2024,Pune,Women,Kurti,M,11,1806.66,0,1806.66,19873.25,298,Female,Winter,1
ZUD-9133,06-08-2025,Chennai,Accessories,Belt,S,29,2671.57,30,1870.1,54232.81,49,Female,Monsoon,1
ZUD-9134,03-05-2024,Chennai,Accessories,Cap,L,17,1999.33,30,1399.53,23792.08,166,Male,Winter,0
ZUD-9135,08-05-2024,Chennai,Women,Dress,M,18,1963.74,20,1570.99,28277.84,169,Female,Winter,1
ZUD-9136,20-05-2025,Bangalore,Women,Top,XL,7,1479.36,15,1257.46,8802.21,40,Male,Summer,0
ZUD-9137,02-07-2025,Delhi,Kids,Kids Dress,M,16,2845.91,30,1992.14,31874.19,155,Female,Monsoon,0
ZUD-9138,25-08-2024,Pune,Men,Shirt,S,8,743.95,20,595.16,4761.29,98,Male,Winter,1
ZUD-9139,03-11-2024,Chennai,Men,Jeans,M,19,866.04,30,606.23,11518.29,125,Female,Summer,0
ZUD-9140,24-12-2025,Bangalore,Kids,Kids Dress,S,7,1208.72,10,1087.85,7614.94,50,Male,Monsoon,0
ZUD-9141,04-06-2024,Pune,Kids,Kids Shorts,S,2,298.91,15,254.08,508.15,283,Female,Summer,0
ZUD-9142,27-04-2024,Mumbai,Women,Skirt,S,6,3271.6,15,2780.86,16685.18,257,Female,Winter,1
ZUD-9143,09-09-2025,Delhi,Accessories,Socks,M,1,1843.9,20,1475.12,1475.12,87,Female,Winter,0
ZUD-9144,26-04-2026,Pune,Men,Jacket,M,26,1526.96,15,1297.92,33745.87,35,Male,Winter,1
ZUD-9145,20-05-2025,Pune,Women,Top,,29,3265.4,10,2938.86,85226.91,52,Male,Winter,0
ZUD-9146,07-03-2026,Bangalore,Women,Jeans,S,18,1661.69,0,1661.69,29910.49,161,Female,Summer,1
ZUD-9147,23-06-2024,Bangalore,Men,Jacket,S,26,2977.71,10,2679.94,69678.35,78,Male,Monsoon,1
ZUD-9148,03-12-2025,Delhi,Men,Tshirt,M,22,2922.72,30,2045.9,45009.83,56,Female,Winter,0
ZUD-9149,10-10-2025,Mumbai,Men,Joggers,M,8,1634.28,10,1470.85,11766.79,250,Female,Winter,0
ZUD-9150,10-08-2024,Pune,Women,Skirt,L,23,1551.95,30,1086.36,24986.38,80,Male,Winter,1
ZUD-9151,07-06-2024,Chennai,Kids,Kids Tshirt,S,13,2474.6,10,2227.14,28952.85,105,Male,Winter,1
ZUD-9152,11-02-2025,Pune,Accessories,Bag,M,5,2912.22,0,2912.22,14561.09,112,Female,Summer,0
ZUD-9153,31-10-2025,Mumbai,Accessories,Cap,L,3,2452.87,30,1717.01,5151.04,120,Female,Monsoon,0
ZUD-9154,31-05-2024,Delhi,Women,Top,S,7,1289.31,10,1160.38,8122.67,281,Female,Winter,1
ZUD-9155,21-07-2024,Mumbai,Accessories,Belt,L,9,2366.2,0,2366.2,21295.8,239,Female,Winter,0
ZUD-9156,19-02-2026,Delhi,Men,Jacket,S,6,1105.43,30,773.8,4642.82,172,Female,Winter,0
ZUD-9157,10-07-2025,Pune,Women,Skirt,S,4,2409.49,0,2409.49,9637.96,159,Male,Summer,1
ZUD-9158,30-01-2025,Pune,Kids,Kids Shorts,S,6,2677.7,20,2142.16,12852.97,50,Female,Winter,0
ZUD-9159,07-01-2025,Pune,Accessories,Belt,S,10,533.18,15,453.21,4532.07,78,Female,Summer,1
ZUD-9160,25-07-2024,Delhi,Accessories,Cap,S,19,1978.98,10,1781.08,33840.54,128,Female,Summer,0
ZUD-9161,13-09-2025,Chennai,Men,Jeans,XL,8,1013.71,20,810.97,6487.74,173,Female,Winter,0
ZUD-9162,14-09-2024,Pune,Men,Tshirt,XL,21,891.19,10,802.07,16843.57,278,Female,Summer,0
ZUD-9163,14-06-2024,Bangalore,Women,Skirt,M,4,2011.65,30,1408.15,5632.62,271,Male,Winter,0
ZUD-9164,02-11-2024,Pune,Kids,Kids Tshirt,L,28,627.13,10,564.42,15803.77,81,Female,Winter,0
ZUD-9165,12-11-2024,Mumbai,Women,Kurti,XL,11,2680.69,20,2144.55,23590.09,222,Female,Winter,1
ZUD-9166,19-01-2026,Chennai,Accessories,Belt,XL,5,2299.41,30,1609.58,8047.92,67,Male,Summer,0
ZUD-9167,08-12-2024,Bangalore,Kids,Kids Tshirt,L,13,330.86,0,330.86,4301.15,202,Male,Summer,0
ZUD-9168,03-03-2025,Mumbai,Accessories,Bag,L,21,1221.84,30,855.28,17960.98,148,Male,Summer,0
ZUD-9169,02-12-2025,Chennai,Kids,Kids Dress,XL,19,2716.23,10,2444.61,46447.55,98,Female,Summer,0
ZUD-9170,15-12-2024,Chennai,Kids,Kids Tshirt,L,23,738.68,0,738.68,16989.55,118,Male,Summer,0
ZUD-9171,14-11-2024,Bangalore,Kids,Kids Dress,M,2,2201.73,0,2201.73,4403.46,144,Female,Summer,0
ZUD-9172,16-11-2025,Mumbai,Accessories,Bag,M,27,1966.61,15,1671.62,45133.81,266,Female,Summer,0
ZUD-9173,12-06-2025,Pune,Accessories,Belt,S,8,522.16,10,469.94,3759.54,125,Female,Summer,1
ZUD-9174,27-03-2026,Chennai,Men,Joggers,M,4,1885.74,0,1885.74,7542.96,227,Male,Winter,0
ZUD-9175,21-04-2026,Delhi,Kids,Kids Tshirt,XL,13,1635.89,30,1145.13,14886.63,46,Female,Summer,0
ZUD-9176,21-06-2024,Delhi,Women,Dress,S,3,2307.62,30,1615.33,4846,137,Female,Monsoon,1
ZUD-9177,20-12-2025,Mumbai,Women,Jeans,L,23,1991.67,15,1692.92,38937.24,289,Female,Summer,1
ZUD-9178,31-05-2025,Chennai,Kids,Kids Shorts,S,15,2449.21,20,1959.37,29390.54,171,Female,Winter,0
ZUD-9179,24-04-2025,Chennai,Men,Jeans,L,10,486.05,20,388.84,3888.37,257,Female,Monsoon,0
ZUD-9180,20-09-2025,Chennai,Kids,Kids Tshirt,XL,21,1704.02,15,1448.41,30416.68,204,Female,Summer,0
ZUD-9181,13-06-2024,Delhi,Men,Jacket,S,20,1506.11,10,1355.5,27110.07,33,Male,Summer,0
ZUD-9182,07-05-2024,Bangalore,Women,Dress,XL,9,2926.5,10,2633.85,23704.67,64,Male,Summer,0
ZUD-9183,27-06-2025,Mumbai,Women,Skirt,L,19,789.95,10,710.95,13508.1,43,Male,Summer,0
ZUD-9184,12-08-2025,Bangalore,Accessories,Socks,S,13,333.79,15,283.72,3688.42,240,Female,Winter,0
ZUD-9185,15-01-2026,Pune,Kids,Kids Dress,M,19,1883.48,0,1883.48,35786.08,273,Female,Monsoon,1
ZUD-9186,13-09-2025,Delhi,Women,Kurti,XL,5,648.22,15,550.99,2754.93,185,Male,Summer,0
ZUD-9187,14-06-2025,Pune,Kids,Kids Shorts,L,12,2416.79,20,1933.43,23201.18,41,Female,Monsoon,0
ZUD-9188,10-08-2025,Mumbai,Men,Joggers,L,22,275.81,30,193.07,4247.46,240,Male,Monsoon,0
ZUD-9189,04-04-2025,Mumbai,Kids,Kids Tshirt,S,3,2013.48,0,2013.48,6040.45,246,Female,Summer,0
ZUD-9190,08-09-2025,Chennai,Accessories,Cap,S,3,850.97,10,765.87,2297.62,140,Female,Monsoon,0
ZUD-9191,07-07-2024,Pune,Accessories,Cap,M,27,1492.22,0,1492.22,40289.84,165,Female,Winter,0
ZUD-9192,17-11-2025,Mumbai,Women,Kurti,M,23,1447.97,20,1158.38,26642.68,47,Male,Summer,0
ZUD-9193,15-01-2025,Bangalore,Accessories,Cap,XL,17,2303.1,15,1957.63,33279.77,111,Male,Monsoon,1
ZUD-9194,18-04-2025,Bangalore,Women,Top,S,3,357.49,30,250.24,750.72,22,Female,Winter,1
ZUD-9195,15-10-2025,Delhi,Men,Jeans,S,4,473.19,30,331.23,1324.93,197,Male,Winter,0
ZUD-9196,27-09-2025,Delhi,Men,Shirt,S,21,801.07,0,801.07,16822.55,165,Male,Winter,0
ZUD-9197,22-02-2026,Mumbai,Kids,Kids Shorts,S,12,1748.24,10,1573.41,18880.97,265,Male,Summer,1
ZUD-9198,14-04-2025,Delhi,Accessories,Belt,M,28,240.9,20,192.72,5396.07,92,Female,Summer,0
ZUD-9199,30-05-2024,Pune,Kids,Kids Tshirt,S,29,2860.94,15,2431.8,70522.25,240,Female,Winter,0
ZUD-9200,18-09-2025,Mumbai,Accessories,Belt,L,22,424.55,20,339.64,7472,48,Male,Summer,0
ZUD-9201,18-05-2025,Mumbai,Men,Joggers,S,25,2491.94,0,2491.94,62298.5,276,Female,Monsoon,0
ZUD-9202,12-03-2026,Delhi,Women,Dress,L,7,2283.05,30,1598.13,11186.93,147,Female,Monsoon,0
ZUD-9203,24-05-2025,Pune,Women,Dress,S,13,974.86,0,974.86,12673.16,87,Male,Winter,0
ZUD-9204,02-12-2024,Delhi,Accessories,Bag,M,22,1420.45,20,1136.36,24999.95,89,Female,Winter,1
ZUD-9205,26-02-2025,Bangalore,Accessories,Cap,XL,21,498.4,0,498.4,10466.32,92,Male,Winter,0
ZUD-9206,02-03-2025,Chennai,Women,Jeans,XL,9,1846.03,15,1569.12,14122.1,234,Male,Summer,1
ZUD-9207,26-01-2025,Delhi,Accessories,Bag,S,29,1122.17,15,953.85,27661.56,109,Female,Summer,0
ZUD-9208,17-06-2024,Mumbai,Accessories,Socks,XL,26,1035.53,10,931.98,24231.47,109,Female,Monsoon,0
ZUD-9209,29-11-2025,Delhi,Women,Jeans,M,18,3293.97,30,2305.78,41504.08,182,Male,Winter,0
ZUD-9210,14-11-2024,Pune,Women,Kurti,XL,29,927.39,15,788.28,22860.07,234,Female,Winter,0
ZUD-9211,29-06-2024,Pune,Men,Shirt,S,28,2065.69,30,1445.98,40487.47,115,Female,Monsoon,1
ZUD-9212,23-04-2026,Pune,Women,Dress,M,22,1969.4,15,1673.99,36827.7,217,Female,Monsoon,0
ZUD-9213,23-06-2024,Bangalore,Men,Shirt,XL,19,381.42,0,381.42,7247.05,41,Female,Summer,0
ZUD-9214,23-05-2024,Chennai,Kids,Kids Tshirt,S,4,397.59,20,318.07,1272.3,100,Female,Winter,0
ZUD-9215,27-05-2024,Delhi,Women,Skirt,M,18,2178.14,30,1524.7,27444.54,294,Male,Winter,0
ZUD-9216,28-08-2025,Mumbai,Kids,Kids Shorts,,22,2618.72,0,2618.72,57611.95,265,Male,Monsoon,0
ZUD-9217,01-08-2024,Pune,Accessories,Cap,,2,2778.13,30,1944.69,3889.38,187,Female,Winter,1
ZUD-9218,12-02-2025,Bangalore,Accessories,Socks,L,8,248.73,20,198.99,1591.9,98,Female,Summer,0
ZUD-9219,07-06-2025,Delhi,Men,Tshirt,XL,9,1649.91,30,1154.94,10394.45,192,Female,Monsoon,0
ZUD-9220,07-07-2024,Delhi,Men,Shirt,S,3,2198.45,10,1978.6,5935.81,49,Male,Monsoon,0
ZUD-9221,14-12-2024,Chennai,Women,Jeans,M,1,1200.4,30,840.28,840.28,140,Female,Summer,1
ZUD-9222,30-04-2025,Pune,Kids,Kids Shorts,XL,1,2989.5,15,2541.08,2541.08,83,Male,Summer,0
ZUD-9223,08-10-2024,Chennai,Accessories,Cap,S,26,2078.89,10,1871,48646.04,295,Female,Monsoon,0
ZUD-9224,16-11-2024,Pune,Men,Joggers,XL,13,1281,10,1152.9,14987.7,290,Female,Winter,0
ZUD-9225,22-11-2025,Pune,Men,Jacket,L,10,633.83,30,443.68,4436.81,166,Female,Summer,0
ZUD-9226,14-06-2024,Chennai,Accessories,Socks,S,25,2272.65,0,2272.65,56816.32,80,Male,Winter,1
ZUD-9227,27-08-2025,Chennai,Men,Jeans,M,22,782.28,0,782.28,17210.16,141,Female,Winter,0
ZUD-9228,22-12-2024,Mumbai,Kids,Kids Tshirt,L,11,1106.37,10,995.73,10953.04,208,Female,Summer,1
ZUD-9229,10-04-2026,Mumbai,Women,Dress,S,13,3078.19,30,2154.73,28011.51,245,Female,Winter,0
ZUD-9230,28-01-2025,Chennai,Kids,Kids Tshirt,S,22,1035.89,0,1035.89,22789.61,156,Female,Summer,1
ZUD-9231,04-10-2025,Pune,Accessories,Cap,L,20,2078.72,15,1766.91,35338.21,11,Female,Summer,0
ZUD-9232,25-05-2025,Mumbai,Kids,Kids Shorts,L,18,1688.65,0,1688.65,30395.65,139,Female,Summer,0
ZUD-9233,29-06-2024,Pune,Kids,Kids Dress,M,24,540.87,15,459.74,11033.67,132,Female,Summer,0
ZUD-9234,14-09-2024,Chennai,Kids,Kids Dress,M,21,479.04,15,407.19,8550.92,124,Male,Winter,1
ZUD-9235,15-08-2024,Chennai,Accessories,Bag,XL,4,1135.25,20,908.2,3632.8,261,Male,Monsoon,0
ZUD-9236,09-08-2024,Pune,Kids,Kids Tshirt,M,21,980.47,0,980.47,20589.87,30,Male,Winter,1
ZUD-9237,06-01-2025,Delhi,Women,Top,M,20,2726.17,15,2317.24,46344.82,64,Male,Summer,1
ZUD-9238,21-11-2025,Delhi,Women,Top,S,23,2447.39,15,2080.28,47846.47,46,Male,Summer,0
ZUD-9239,26-06-2025,Delhi,Men,Joggers,L,8,2419.09,15,2056.22,16449.78,71,Female,Winter,0
ZUD-9240,09-12-2025,Chennai,Men,Joggers,S,22,1247.58,30,873.3,19212.68,270,Female,Monsoon,0
ZUD-9241,09-07-2024,Mumbai,Kids,Kids Shorts,XL,8,1218.42,20,974.74,7797.9,165,Female,Winter,0
ZUD-9242,20-02-2026,Delhi,Women,Jeans,XL,5,2401.24,0,2401.24,12006.18,249,Female,Winter,0
ZUD-9243,19-08-2025,Mumbai,Women,Jeans,M,10,2190.04,10,1971.04,19710.38,127,Female,Winter,1
ZUD-9244,11-08-2025,Chennai,Women,Top,XL,17,296.36,10,266.72,4534.29,38,Male,Monsoon,0
ZUD-9245,15-04-2025,Bangalore,Kids,Kids Tshirt,L,9,2828.35,30,1979.84,17818.6,160,Female,Summer,0
ZUD-9246,15-03-2026,Mumbai,Kids,Kids Dress,M,9,1664.03,10,1497.62,13478.62,247,Male,Winter,1
ZUD-9247,23-02-2025,Mumbai,Women,Top,S,18,1794.05,0,1794.05,32292.88,226,Female,Monsoon,0
ZUD-9248,14-05-2024,Chennai,Men,Jeans,XL,13,2246.07,0,2246.07,29198.96,292,Female,Winter,0
ZUD-9249,14-04-2025,Bangalore,Kids,Kids Tshirt,L,26,780.08,10,702.07,18253.87,261,Female,Winter,1
ZUD-9250,11-08-2024,Mumbai,Men,Joggers,L,24,1870.61,30,1309.42,31426.18,85,Male,Summer,0
ZUD-9251,08-10-2025,Bangalore,Women,Skirt,M,14,477.8,20,382.24,5351.39,236,Female,Winter,0
ZUD-9252,13-12-2025,Bangalore,Women,Dress,XL,12,3064.64,0,3064.64,36775.64,131,Male,Winter,0
ZUD-9253,24-09-2024,Bangalore,Accessories,Belt,L,14,416.31,10,374.68,5245.54,107,Male,Summer,0
ZUD-9254,28-03-2025,Bangalore,Women,Jeans,XL,25,2692.98,0,2692.98,67324.52,130,Female,Summer,0
ZUD-9255,26-09-2025,Pune,Women,Top,XL,14,361.13,10,325.02,4550.3,62,Female,Monsoon,0
ZUD-9256,21-04-2025,Bangalore,Accessories,Socks,S,7,2170.81,10,1953.73,13676.1,111,Male,Winter,0
ZUD-9257,12-06-2025,Delhi,Kids,Kids Shorts,L,7,1375.11,15,1168.84,8181.91,211,Male,Winter,0
ZUD-9258,04-01-2025,Pune,Men,Jeans,S,8,1367.09,30,956.96,7655.71,235,Female,Summer,0
ZUD-9259,01-11-2024,Mumbai,Men,Shirt,L,8,427.46,30,299.22,2393.77,67,Male,Winter,0
ZUD-9260,01-11-2025,Delhi,Women,Dress,L,25,439.35,20,351.48,8787.08,12,Male,Monsoon,1
ZUD-9261,29-12-2025,Delhi,Accessories,Bag,L,22,1273.55,0,1273.55,28018.06,22,Male,Summer,1
ZUD-9262,10-04-2026,Mumbai,Kids,Kids Tshirt,S,2,207.55,10,186.8,373.6,167,Male,Winter,0
ZUD-9263,02-01-2026,Bangalore,Women,Skirt,L,10,2381.69,15,2024.43,20244.34,61,Male,Monsoon,1
ZUD-9264,12-10-2024,Pune,Kids,Kids Dress,M,17,1688.32,20,1350.65,22961.1,11,Female,Winter,0
ZUD-9265,17-07-2025,Bangalore,Women,Dress,S,16,324.42,0,324.42,5190.7,125,Male,Summer,1
ZUD-9266,04-09-2024,Pune,Women,Jeans,XL,6,3376.79,20,2701.43,16208.58,167,Male,Summer,0
ZUD-9267,03-09-2024,Bangalore,Kids,Kids Dress,S,22,2296.22,0,2296.22,50516.93,246,Male,Winter,0
ZUD-9268,15-05-2024,Pune,Accessories,Socks,M,11,617.89,10,556.1,6117.15,103,Female,Summer,1
ZUD-9269,26-09-2024,Delhi,Men,Jacket,M,10,1586.45,0,1586.45,15864.52,36,Male,Winter,0
ZUD-9270,19-05-2024,Chennai,Kids,Kids Tshirt,XL,21,637.32,15,541.72,11376.13,297,Male,Monsoon,0
ZUD-9271,16-09-2025,Bangalore,Kids,Kids Tshirt,S,8,2380.96,20,1904.77,15238.16,233,Female,Winter,0
ZUD-9272,10-09-2025,Mumbai,Women,Jeans,S,15,1270.11,20,1016.08,15241.26,149,Female,Summer,1
ZUD-9273,14-01-2026,Bangalore,Accessories,Bag,L,4,1357.11,30,949.98,3799.9,29,Female,Monsoon,0
ZUD-9274,13-03-2026,Pune,Kids,Kids Shorts,S,5,771.23,15,655.55,3277.75,52,Female,Monsoon,0
ZUD-9275,09-04-2026,Mumbai,Accessories,Socks,L,19,1216.53,15,1034.05,19646.94,26,Female,Winter,0
ZUD-9276,28-12-2025,Chennai,Accessories,Socks,M,21,493.5,20,394.8,8290.79,64,Male,Monsoon,1
ZUD-9277,01-04-2025,Mumbai,Men,Jacket,S,24,1318.12,30,922.69,22144.49,116,Female,Winter,1
ZUD-9278,22-07-2024,Chennai,Accessories,Socks,S,19,2409.52,10,2168.57,41202.79,114,Male,Monsoon,0
ZUD-9279,13-09-2025,Pune,Women,Top,S,2,1979.86,30,1385.9,2771.8,132,Female,Monsoon,1
ZUD-9280,10-06-2024,Bangalore,Kids,Kids Shorts,M,2,634.22,0,634.22,1268.44,121,Male,Winter,0
ZUD-9281,08-04-2026,Delhi,Men,Tshirt,XL,14,2815.68,0,2815.68,39419.58,11,Male,Winter,0
ZUD-9282,25-05-2025,Pune,Women,Skirt,M,3,1230.64,20,984.51,2953.54,25,Female,Winter,0
ZUD-9283,25-01-2026,Pune,Men,Joggers,S,9,2968.71,0,2968.71,26718.37,210,Female,Winter,0
ZUD-9284,27-08-2024,Pune,Women,Top,XL,28,1615.61,0,1615.61,45237.09,228,Female,Monsoon,0
ZUD-9285,12-08-2025,Mumbai,Kids,Kids Tshirt,XL,25,684.32,10,615.89,15397.17,163,Female,Summer,0
ZUD-9286,27-04-2025,Delhi,Men,Jeans,S,29,1710.36,0,1710.36,49600.5,272,Male,Monsoon,0
ZUD-9287,27-04-2024,Bangalore,Kids,Kids Shorts,L,16,752.08,15,639.27,10228.31,279,Female,Winter,0
ZUD-9288,02-08-2025,Delhi,Women,Skirt,S,26,2109.63,0,2109.63,54850.48,278,Male,Summer,1
ZUD-9289,07-12-2025,Bangalore,Men,Jacket,M,5,2035.7,10,1832.13,9160.63,10,Male,Monsoon,1
ZUD-9290,07-11-2025,Chennai,Accessories,Bag,XL,13,283.79,30,198.65,2582.51,125,Female,Summer,0
ZUD-9291,15-11-2024,Mumbai,Women,Top,M,21,1344.08,15,1142.47,23991.86,231,Male,Summer,0
ZUD-9292,29-11-2024,Bangalore,Women,Skirt,XL,4,3186.11,0,3186.11,12744.46,241,Female,Winter,0
ZUD-9293,25-12-2024,Delhi,Accessories,Cap,M,28,1474.96,20,1179.97,33039.15,23,Male,Winter,0
ZUD-9294,17-02-2026,Bangalore,Kids,Kids Dress,S,11,2020,15,1717,18886.99,225,Male,Summer,0
ZUD-9295,20-06-2024,Delhi,Men,Tshirt,M,19,1678.09,30,1174.67,22318.65,285,Female,Summer,0
ZUD-9296,26-12-2024,Mumbai,Accessories,Bag,S,9,1325.95,10,1193.36,10740.21,203,Male,Summer,0
ZUD-9297,30-11-2025,Mumbai,Men,Shirt,L,16,1422.74,30,995.92,15934.73,18,Female,Winter,0
ZUD-9298,21-11-2024,Bangalore,Accessories,Belt,L,5,931.41,15,791.7,3958.5,69,Male,Monsoon,0
ZUD-9299,09-11-2024,Mumbai,Accessories,Bag,L,15,756.47,15,643,9645.01,213,Female,Summer,0
ZUD-9300,07-03-2026,Mumbai,Kids,Kids Tshirt,S,1,1297.72,15,1103.06,1103.06,41,Male,Winter,0
ZUD-9301,07-10-2024,Pune,Women,Dress,S,1,840.74,15,714.63,714.63,179,Female,Summer,0
ZUD-9302,13-06-2025,Mumbai,Men,Joggers,XL,24,721.24,30,504.87,12116.84,150,Female,Summer,0
ZUD-9303,20-02-2025,Mumbai,Women,Jeans,L,5,333.06,20,266.45,1332.24,245,Male,Winter,0
ZUD-9304,06-10-2024,Mumbai,Men,Jacket,M,23,603.69,0,603.69,13884.8,23,Male,Monsoon,0
ZUD-9305,05-02-2026,Chennai,Kids,Kids Dress,M,1,1245.92,30,872.14,872.14,99,Male,Winter,0
ZUD-9306,30-11-2025,Mumbai,Accessories,Belt,L,6,265.4,10,238.86,1433.18,233,Male,Winter,1
ZUD-9307,26-11-2024,Chennai,Accessories,Cap,S,26,2617.03,15,2224.48,57836.42,299,Female,Summer,1
ZUD-9308,25-01-2025,Mumbai,Kids,Kids Tshirt,L,28,2691.4,15,2287.69,64055.4,257,Male,Monsoon,0
ZUD-9309,14-08-2025,Pune,Men,Tshirt,S,3,2898.06,20,2318.45,6955.35,129,Male,Monsoon,0
